14 91
1 2 89
1 3 97
1 4 86
1 5 11
1 6 84
1 7 21
1 8 64
1 9 66
1 10 61
1 11 75
1 12 33
1 13 54
1 14 52
2 3 94
2 4 43
2 5 40
2 6 54
2 7 98
2 8 84
2 9 86
2 10 70
2 11 2
2 12 21
2 13 97
2 14 43
3 4 55
3 5 96
3 6 80
3 7 24
3 8 10
3 9 43
3 10 62
3 11 78
3 12 89
3 13 35
3 14 36
4 5 93
4 6 23
4 7 31
4 8 5
4 9 40
4 10 22
4 11 40
4 12 4
4 13 65
4 14 73
5 6 26
5 7 42
5 8 58
5 9 24
5 10 24
5 11 2
5 12 15
5 13 56
5 14 55
6 7 16
6 8 47
6 9 86
6 10 29
6 11 27
6 12 53
6 13 73
6 14 66
7 8 62
7 9 61
7 10 94
7 11 99
7 12 97
7 13 66
7 14 33
8 9 56
8 10 7
8 11 47
8 12 21
8 13 44
8 14 93
9 10 21
9 11 26
9 12 12
9 13 87
9 14 31
10 11 68
10 12 25
10 13 49
10 14 42
11 12 45
11 13 14
11 14 94
12 13 50
12 14 18
13 14 29
