32 496
1 2 84
1 3 73
1 4 87
1 5 23
1 6 57
1 7 13
1 8 8
1 9 84
1 10 62
1 11 49
1 12 25
1 13 13
1 14 11
1 15 92
1 16 27
1 17 27
1 18 13
1 19 58
1 20 52
1 21 44
1 22 55
1 23 6
1 24 84
1 25 69
1 26 91
1 27 41
1 28 93
1 29 27
1 30 38
1 31 15
1 32 54
2 3 57
2 4 22
2 5 84
2 6 25
2 7 80
2 8 17
2 9 45
2 10 33
2 11 50
2 12 70
2 13 62
2 14 58
2 15 81
2 16 27
2 17 54
2 18 58
2 19 37
2 20 47
2 21 34
2 22 96
2 23 1
2 24 25
2 25 5
2 26 26
2 27 66
2 28 28
2 29 90
2 30 91
2 31 29
2 32 27
3 4 95
3 5 42
3 6 15
3 7 22
3 8 40
3 9 25
3 10 48
3 11 86
3 12 71
3 13 77
3 14 56
3 15 90
3 16 5
3 17 6
3 18 30
3 19 81
3 20 20
3 21 90
3 22 98
3 23 87
3 24 9
3 25 96
3 26 90
3 27 99
3 28 72
3 29 74
3 30 64
3 31 91
3 32 41
4 5 83
4 6 47
4 7 60
4 8 84
4 9 62
4 10 55
4 11 81
4 12 98
4 13 92
4 14 65
4 15 95
4 16 65
4 17 93
4 18 28
4 19 32
4 20 19
4 21 7
4 22 0
4 23 100
4 24 66
4 25 0
4 26 40
4 27 4
4 28 42
4 29 1
4 30 59
4 31 93
4 32 22
5 6 50
5 7 61
5 8 39
5 9 24
5 10 83
5 11 79
5 12 100
5 13 96
5 14 29
5 15 6
5 16 97
5 17 77
5 18 65
5 19 53
5 20 26
5 21 30
5 22 78
5 23 44
5 24 54
5 25 23
5 26 30
5 27 45
5 28 85
5 29 98
5 30 66
5 31 59
5 32 44
6 7 20
6 8 68
6 9 100
6 10 30
6 11 6
6 12 49
6 13 39
6 14 61
6 15 89
6 16 57
6 17 0
6 18 64
6 19 45
6 20 6
6 21 28
6 22 15
6 23 0
6 24 91
6 25 32
6 26 30
6 27 9
6 28 27
6 29 7
6 30 45
6 31 54
6 32 4
7 8 99
7 9 30
7 10 97
7 11 97
7 12 32
7 13 38
7 14 76
7 15 8
7 16 68
7 17 25
7 18 53
7 19 52
7 20 83
7 21 31
7 22 73
7 23 82
7 24 16
7 25 51
7 26 11
7 27 45
7 28 79
7 29 98
7 30 40
7 31 100
7 32 80
8 9 39
8 10 48
8 11 87
8 12 15
8 13 84
8 14 3
8 15 83
8 16 77
8 17 61
8 18 42
8 19 81
8 20 89
8 21 99
8 22 31
8 23 15
8 24 39
8 25 17
8 26 42
8 27 76
8 28 4
8 29 31
8 30 62
8 31 5
8 32 17
9 10 53
9 11 80
9 12 29
9 13 55
9 14 87
9 15 7
9 16 15
9 17 66
9 18 8
9 19 39
9 20 89
9 21 35
9 22 70
9 23 37
9 24 85
9 25 72
9 26 37
9 27 0
9 28 44
9 29 16
9 30 61
9 31 22
9 32 84
10 11 54
10 12 23
10 13 98
10 14 77
10 15 73
10 16 47
10 17 40
10 18 70
10 19 50
10 20 50
10 21 51
10 22 87
10 23 74
10 24 75
10 25 8
10 26 39
10 27 63
10 28 43
10 29 64
10 30 34
10 31 15
10 32 8
11 12 10
11 13 34
11 14 7
11 15 64
11 16 95
11 17 61
11 18 26
11 19 98
11 20 77
11 21 61
11 22 34
11 23 26
11 24 38
11 25 0
11 26 38
11 27 19
11 28 12
11 29 80
11 30 35
11 31 60
11 32 85
12 13 47
12 14 53
12 15 97
12 16 2
12 17 37
12 18 83
12 19 30
12 20 59
12 21 18
12 22 75
12 23 95
12 24 32
12 25 70
12 26 50
12 27 4
12 28 98
12 29 1
12 30 55
12 31 77
12 32 13
13 14 49
13 15 66
13 16 76
13 17 54
13 18 41
13 19 87
13 20 29
13 21 0
13 22 11
13 23 37
13 24 61
13 25 97
13 26 38
13 27 8
13 28 95
13 29 53
13 30 72
13 31 87
13 32 38
14 15 88
14 16 53
14 17 11
14 18 98
14 19 75
14 20 80
14 21 20
14 22 54
14 23 85
14 24 30
14 25 52
14 26 67
14 27 86
14 28 7
14 29 54
14 30 59
14 31 87
14 32 15
15 16 42
15 17 33
15 18 61
15 19 51
15 20 97
15 21 29
15 22 47
15 23 81
15 24 22
15 25 41
15 26 43
15 27 39
15 28 82
15 29 91
15 30 69
15 31 13
15 32 3
16 17 62
16 18 35
16 19 89
16 20 81
16 21 27
16 22 45
16 23 79
16 24 12
16 25 25
16 26 84
16 27 42
16 28 77
16 29 4
16 30 80
16 31 51
16 32 33
17 18 96
17 19 40
17 20 28
17 21 55
17 22 59
17 23 97
17 24 35
17 25 94
17 26 5
17 27 42
17 28 6
17 29 74
17 30 21
17 31 65
17 32 7
18 19 52
18 20 30
18 21 78
18 22 67
18 23 38
18 24 64
18 25 92
18 26 52
18 27 71
18 28 79
18 29 78
18 30 23
18 31 52
18 32 27
19 20 44
19 21 62
19 22 85
19 23 98
19 24 49
19 25 38
19 26 0
19 27 58
19 28 96
19 29 76
19 30 78
19 31 86
19 32 63
20 21 0
20 22 62
20 23 29
20 24 86
20 25 67
20 26 26
20 27 8
20 28 98
20 29 9
20 30 79
20 31 71
20 32 79
21 22 43
21 23 93
21 24 11
21 25 86
21 26 40
21 27 42
21 28 2
21 29 21
21 30 90
21 31 12
21 32 97
22 23 48
22 24 57
22 25 83
22 26 33
22 27 76
22 28 72
22 29 35
22 30 58
22 31 64
22 32 30
23 24 68
23 25 82
23 26 68
23 27 24
23 28 43
23 29 45
23 30 70
23 31 96
23 32 27
24 25 40
24 26 44
24 27 47
24 28 41
24 29 73
24 30 89
24 31 6
24 32 100
25 26 44
25 27 18
25 28 2
25 29 33
25 30 9
25 31 30
25 32 95
26 27 34
26 28 74
26 29 59
26 30 10
26 31 96
26 32 21
27 28 92
27 29 82
27 30 91
27 31 94
27 32 18
28 29 24
28 30 35
28 31 84
28 32 70
29 30 75
29 31 29
29 32 20
30 31 78
30 32 47
31 32 60
