76 2850
1 2 86
1 3 4
1 4 97
1 5 47
1 6 11
1 7 27
1 8 47
1 9 5
1 10 3
1 11 19
1 12 79
1 13 19
1 14 9
1 15 23
1 16 46
1 17 55
1 18 90
1 19 67
1 20 13
1 21 19
1 22 39
1 23 72
1 24 83
1 25 20
1 26 26
1 27 88
1 28 61
1 29 43
1 30 53
1 31 26
1 32 13
1 33 55
1 34 63
1 35 29
1 36 42
1 37 100
1 38 27
1 39 60
1 40 31
1 41 98
1 42 25
1 43 41
1 44 3
1 45 12
1 46 82
1 47 49
1 48 35
1 49 67
1 50 38
1 51 30
1 52 100
1 53 17
1 54 19
1 55 9
1 56 63
1 57 27
1 58 15
1 59 8
1 60 46
1 61 84
1 62 66
1 63 75
1 64 35
1 65 31
1 66 67
1 67 58
1 68 8
1 69 79
1 70 65
1 71 86
1 72 24
1 73 69
1 74 27
1 75 54
1 76 67
2 3 42
2 4 58
2 5 9
2 6 25
2 7 2
2 8 24
2 9 67
2 10 46
2 11 45
2 12 44
2 13 15
2 14 79
2 15 77
2 16 80
2 17 94
2 18 84
2 19 13
2 20 90
2 21 58
2 22 80
2 23 63
2 24 39
2 25 5
2 26 87
2 27 93
2 28 28
2 29 100
2 30 71
2 31 35
2 32 0
2 33 53
2 34 22
2 35 80
2 36 10
2 37 47
2 38 30
2 39 3
2 40 22
2 41 99
2 42 15
2 43 15
2 44 97
2 45 46
2 46 69
2 47 43
2 48 15
2 49 1
2 50 79
2 51 74
2 52 45
2 53 97
2 54 56
2 55 91
2 56 51
2 57 7
2 58 95
2 59 50
2 60 54
2 61 35
2 62 92
2 63 9
2 64 82
2 65 58
2 66 45
2 67 75
2 68 26
2 69 37
2 70 3
2 71 52
2 72 69
2 73 58
2 74 21
2 75 84
2 76 91
3 4 52
3 5 3
3 6 30
3 7 91
3 8 83
3 9 4
3 10 59
3 11 54
3 12 90
3 13 8
3 14 97
3 15 61
3 16 63
3 17 92
3 18 10
3 19 84
3 20 80
3 21 73
3 22 64
3 23 19
3 24 56
3 25 15
3 26 7
3 27 44
3 28 29
3 29 64
3 30 32
3 31 96
3 32 52
3 33 76
3 34 71
3 35 71
3 36 5
3 37 3
3 38 86
3 39 26
3 40 77
3 41 61
3 42 48
3 43 28
3 44 39
3 45 85
3 46 85
3 47 17
3 48 42
3 49 80
3 50 77
3 51 12
3 52 23
3 53 25
3 54 19
3 55 57
3 56 69
3 57 43
3 58 87
3 59 98
3 60 78
3 61 33
3 62 48
3 63 42
3 64 65
3 65 56
3 66 5
3 67 67
3 68 81
3 69 0
3 70 29
3 71 91
3 72 47
3 73 70
3 74 50
3 75 98
3 76 41
4 5 64
4 6 79
4 7 54
4 8 16
4 9 87
4 10 33
4 11 11
4 12 56
4 13 64
4 14 50
4 15 77
4 16 7
4 17 38
4 18 92
4 19 89
4 20 37
4 21 2
4 22 55
4 23 20
4 24 59
4 25 3
4 26 54
4 27 15
4 28 5
4 29 15
4 30 66
4 31 61
4 32 91
4 33 3
4 34 21
4 35 13
4 36 75
4 37 31
4 38 75
4 39 3
4 40 35
4 41 82
4 42 23
4 43 49
4 44 23
4 45 34
4 46 2
4 47 24
4 48 32
4 49 40
4 50 30
4 51 63
4 52 96
4 53 44
4 54 9
4 55 29
4 56 33
4 57 21
4 58 41
4 59 29
4 60 73
4 61 77
4 62 52
4 63 2
4 64 38
4 65 58
4 66 26
4 67 8
4 68 58
4 69 74
4 70 29
4 71 79
4 72 86
4 73 28
4 74 34
4 75 72
4 76 68
5 6 27
5 7 21
5 8 70
5 9 32
5 10 39
5 11 84
5 12 64
5 13 68
5 14 87
5 15 32
5 16 64
5 17 48
5 18 76
5 19 41
5 20 36
5 21 35
5 22 60
5 23 31
5 24 18
5 25 55
5 26 90
5 27 55
5 28 30
5 29 94
5 30 46
5 31 2
5 32 77
5 33 78
5 34 29
5 35 88
5 36 18
5 37 70
5 38 28
5 39 17
5 40 38
5 41 29
5 42 79
5 43 61
5 44 91
5 45 78
5 46 86
5 47 7
5 48 70
5 49 39
5 50 35
5 51 45
5 52 37
5 53 2
5 54 63
5 55 15
5 56 56
5 57 56
5 58 8
5 59 16
5 60 35
5 61 93
5 62 87
5 63 5
5 64 57
5 65 62
5 66 82
5 67 29
5 68 41
5 69 97
5 70 32
5 71 14
5 72 51
5 73 35
5 74 84
5 75 82
5 76 71
6 7 99
6 8 92
6 9 44
6 10 89
6 11 94
6 12 19
6 13 57
6 14 0
6 15 36
6 16 18
6 17 2
6 18 19
6 19 77
6 20 85
6 21 16
6 22 77
6 23 76
6 24 30
6 25 81
6 26 78
6 27 79
6 28 44
6 29 42
6 30 87
6 31 31
6 32 63
6 33 19
6 34 5
6 35 16
6 36 37
6 37 58
6 38 22
6 39 20
6 40 34
6 41 68
6 42 59
6 43 22
6 44 13
6 45 35
6 46 75
6 47 56
6 48 80
6 49 45
6 50 35
6 51 91
6 52 3
6 53 97
6 54 91
6 55 23
6 56 45
6 57 0
6 58 38
6 59 94
6 60 51
6 61 56
6 62 2
6 63 69
6 64 62
6 65 65
6 66 7
6 67 36
6 68 46
6 69 34
6 70 67
6 71 37
6 72 31
6 73 44
6 74 69
6 75 71
6 76 53
7 8 29
7 9 42
7 10 66
7 11 17
7 12 12
7 13 32
7 14 54
7 15 61
7 16 54
7 17 19
7 18 75
7 19 44
7 20 68
7 21 57
7 22 24
7 23 56
7 24 98
7 25 65
7 26 78
7 27 6
7 28 69
7 29 30
7 30 30
7 31 77
7 32 23
7 33 57
7 34 11
7 35 39
7 36 56
7 37 1
7 38 16
7 39 80
7 40 4
7 41 44
7 42 74
7 43 40
7 44 18
7 45 93
7 46 2
7 47 36
7 48 45
7 49 94
7 50 51
7 51 20
7 52 30
7 53 66
7 54 53
7 55 95
7 56 9
7 57 32
7 58 38
7 59 55
7 60 2
7 61 86
7 62 10
7 63 61
7 64 100
7 65 0
7 66 57
7 67 61
7 68 87
7 69 51
7 70 30
7 71 89
7 72 41
7 73 46
7 74 98
7 75 99
7 76 14
8 9 9
8 10 58
8 11 96
8 12 2
8 13 43
8 14 4
8 15 2
8 16 55
8 17 58
8 18 17
8 19 6
8 20 7
8 21 5
8 22 1
8 23 70
8 24 26
8 25 34
8 26 53
8 27 100
8 28 67
8 29 37
8 30 27
8 31 90
8 32 55
8 33 19
8 34 9
8 35 80
8 36 23
8 37 59
8 38 45
8 39 37
8 40 49
8 41 6
8 42 94
8 43 53
8 44 32
8 45 63
8 46 6
8 47 10
8 48 51
8 49 47
8 50 63
8 51 30
8 52 64
8 53 98
8 54 40
8 55 15
8 56 0
8 57 46
8 58 68
8 59 65
8 60 47
8 61 85
8 62 64
8 63 95
8 64 45
8 65 21
8 66 0
8 67 34
8 68 25
8 69 75
8 70 81
8 71 12
8 72 75
8 73 96
8 74 20
8 75 86
8 76 54
9 10 30
9 11 75
9 12 92
9 13 78
9 14 66
9 15 88
9 16 54
9 17 51
9 18 83
9 19 78
9 20 88
9 21 38
9 22 98
9 23 83
9 24 17
9 25 7
9 26 5
9 27 33
9 28 77
9 29 40
9 30 13
9 31 54
9 32 10
9 33 20
9 34 26
9 35 95
9 36 5
9 37 16
9 38 21
9 39 74
9 40 83
9 41 51
9 42 43
9 43 67
9 44 75
9 45 66
9 46 8
9 47 10
9 48 12
9 49 89
9 50 92
9 51 13
9 52 9
9 53 37
9 54 66
9 55 17
9 56 20
9 57 27
9 58 62
9 59 87
9 60 28
9 61 23
9 62 86
9 63 13
9 64 23
9 65 94
9 66 23
9 67 60
9 68 87
9 69 83
9 70 53
9 71 45
9 72 86
9 73 59
9 74 56
9 75 13
9 76 12
10 11 11
10 12 53
10 13 69
10 14 28
10 15 51
10 16 3
10 17 82
10 18 71
10 19 36
10 20 52
10 21 27
10 22 35
10 23 47
10 24 96
10 25 22
10 26 42
10 27 1
10 28 41
10 29 19
10 30 37
10 31 99
10 32 12
10 33 46
10 34 18
10 35 70
10 36 19
10 37 34
10 38 12
10 39 98
10 40 71
10 41 27
10 42 88
10 43 6
10 44 6
10 45 9
10 46 38
10 47 65
10 48 8
10 49 54
10 50 96
10 51 11
