90 4005
1 2 23
1 3 26
1 4 73
1 5 85
1 6 40
1 7 66
1 8 81
1 9 73
1 10 57
1 11 13
1 12 91
1 13 76
1 14 6
1 15 48
1 16 68
1 17 19
1 18 76
1 19 21
1 20 80
1 21 38
1 22 47
1 23 38
1 24 92
1 25 61
1 26 17
1 27 1
1 28 82
1 29 14
1 30 29
1 31 49
1 32 61
1 33 89
1 34 44
1 35 85
1 36 100
1 37 66
1 38 72
1 39 87
1 40 72
1 41 78
1 42 73
1 43 37
1 44 50
1 45 94
1 46 88
1 47 10
1 48 76
1 49 77
1 50 94
1 51 33
1 52 23
1 53 72
1 54 22
1 55 11
1 56 53
1 57 13
1 58 2
1 59 2
1 60 42
1 61 62
1 62 93
1 63 14
1 64 76
1 65 11
1 66 50
1 67 61
1 68 97
1 69 4
1 70 21
1 71 72
1 72 34
1 73 77
1 74 95
1 75 45
1 76 7
1 77 1
1 78 36
1 79 82
1 80 86
1 81 89
1 82 72
1 83 49
1 84 50
1 85 68
1 86 97
1 87 66
1 88 3
1 89 48
1 90 83
2 3 30
2 4 10
2 5 36
2 6 36
2 7 73
2 8 28
2 9 29
2 10 31
2 11 59
2 12 93
2 13 46
2 14 21
2 15 38
2 16 21
2 17 44
2 18 51
2 19 2
2 20 95
2 21 62
2 22 19
2 23 84
2 24 6
2 25 29
2 26 87
2 27 53
2 28 46
2 29 32
2 30 4
2 31 16
2 32 64
2 33 23
2 34 97
2 35 18
2 36 33
2 37 99
2 38 35
2 39 33
2 40 56
2 41 10
2 42 39
2 43 44
2 44 48
2 45 80
2 46 43
2 47 94
2 48 91
2 49 45
2 50 1
2 51 16
2 52 63
2 53 38
2 54 70
2 55 81
2 56 27
2 57 53
2 58 89
2 59 44
2 60 37
2 61 13
2 62 42
2 63 29
2 64 88
2 65 71
2 66 57
2 67 86
2 68 79
2 69 46
2 70 78
2 71 92
2 72 75
2 73 69
2 74 85
2 75 0
2 76 47
2 77 17
2 78 93
2 79 7
2 80 46
2 81 69
2 82 70
2 83 23
2 84 90
2 85 81
2 86 37
2 87 43
2 88 35
2 89 36
2 90 99
3 4 65
3 5 8
3 6 66
3 7 30
3 8 2
3 9 39
3 10 14
3 11 22
3 12 69
3 13 56
3 14 70
3 15 32
3 16 52
3 17 30
3 18 81
3 19 48
3 20 53
3 21 65
3 22 53
3 23 81
3 24 73
3 25 25
3 26 71
3 27 70
3 28 70
3 29 21
3 30 19
3 31 5
3 32 66
3 33 49
3 34 25
3 35 40
3 36 2
3 37 16
3 38 82
3 39 64
3 40 66
3 41 38
3 42 41
3 43 31
3 44 56
3 45 96
3 46 74
3 47 82
3 48 99
3 49 94
3 50 2
3 51 59
3 52 87
3 53 83
3 54 22
3 55 61
3 56 70
3 57 50
3 58 95
3 59 62
3 60 96
3 61 67
3 62 95
3 63 5
3 64 75
3 65 34
3 66 37
3 67 38
3 68 42
3 69 39
3 70 78
3 71 90
3 72 55
3 73 37
3 74 26
3 75 24
3 76 59
3 77 38
3 78 97
3 79 20
3 80 24
3 81 85
3 82 60
3 83 45
3 84 46
3 85 37
3 86 16
3 87 39
3 88 2
3 89 36
3 90 98
4 5 17
4 6 3
4 7 24
4 8 53
4 9 53
4 10 31
4 11 60
4 12 72
4 13 50
4 14 33
4 15 68
4 16 11
4 17 36
4 18 4
4 19 41
4 20 95
4 21 68
4 22 81
4 23 46
4 24 32
4 25 77
4 26 61
4 27 19
4 28 75
4 29 59
4 30 44
4 31 56
4 32 66
4 33 22
4 34 90
4 35 7
4 36 79
4 37 57
4 38 57
4 39 13
4 40 44
4 41 36
4 42 72
4 43 69
4 44 34
4 45 45
4 46 55
4 47 73
4 48 22
4 49 49
4 50 3
4 51 45
4 52 93
4 53 97
4 54 42
4 55 23
4 56 91
4 57 71
4 58 85
4 59 62
4 60 47
4 61 53
4 62 40
4 63 64
4 64 95
4 65 100
4 66 73
4 67 38
4 68 20
4 69 8
4 70 58
4 71 45
4 72 61
4 73 60
