58 1653
1 2 78
1 3 23
1 4 87
1 5 2
1 6 69
1 7 38
1 8 57
1 9 74
1 10 42
1 11 74
1 12 68
1 13 44
1 14 79
1 15 89
1 16 34
1 17 67
1 18 76
1 19 7
1 20 75
1 21 72
1 22 52
1 23 87
1 24 9
1 25 9
1 26 41
1 27 0
1 28 91
1 29 76
1 30 55
1 31 41
1 32 32
1 33 12
1 34 9
1 35 82
1 36 55
1 37 14
1 38 14
1 39 14
1 40 71
1 41 38
1 42 17
1 43 9
1 44 18
1 45 95
1 46 59
1 47 60
1 48 94
1 49 43
1 50 88
1 51 37
1 52 21
1 53 89
1 54 39
1 55 78
1 56 3
1 57 91
1 58 92
2 3 99
2 4 69
2 5 68
2 6 11
2 7 98
2 8 73
2 9 22
2 10 40
2 11 58
2 12 18
2 13 11
2 14 59
2 15 62
2 16 70
2 17 69
2 18 24
2 19 65
2 20 38
2 21 71
2 22 28
2 23 47
2 24 50
2 25 50
2 26 80
2 27 62
2 28 85
2 29 28
2 30 84
2 31 76
2 32 92
2 33 48
2 34 75
2 35 93
2 36 54
2 37 70
2 38 24
2 39 96
2 40 96
2 41 10
2 42 40
2 43 73
2 44 87
2 45 57
2 46 9
2 47 92
2 48 28
2 49 20
2 50 94
2 51 25
2 52 8
2 53 42
2 54 93
2 55 26
2 56 51
2 57 61
2 58 84
3 4 75
3 5 85
3 6 7
3 7 18
3 8 84
3 9 67
3 10 71
3 11 31
3 12 85
3 13 54
3 14 2
3 15 30
3 16 23
3 17 77
3 18 25
3 19 61
3 20 71
3 21 20
3 22 47
3 23 84
3 24 10
3 25 88
3 26 72
3 27 85
3 28 7
3 29 3
3 30 7
3 31 94
3 32 3
3 33 15
3 34 33
3 35 55
3 36 9
3 37 2
3 38 19
3 39 4
3 40 84
3 41 97
3 42 8
3 43 19
3 44 66
3 45 21
3 46 89
3 47 89
3 48 52
3 49 75
3 50 26
3 51 5
3 52 21
3 53 98
3 54 58
3 55 15
3 56 61
3 57 60
3 58 12
4 5 86
4 6 43
4 7 76
4 8 78
4 9 72
4 10 85
4 11 87
4 12 20
4 13 58
4 14 77
4 15 72
4 16 25
4 17 73
4 18 18
4 19 85
4 20 69
4 21 84
4 22 60
4 23 78
4 24 86
4 25 89
4 26 63
4 27 69
4 28 41
4 29 4
4 30 60
4 31 11
4 32 79
4 33 9
4 34 14
4 35 1
4 36 38
4 37 56
4 38 93
4 39 84
4 40 46
4 41 27
4 42 9
4 43 72
4 44 80
4 45 83
4 46 8
4 47 83
4 48 18
4 49 51
4 50 66
4 51 41
4 52 12
4 53 78
4 54 21
4 55 38
4 56 67
4 57 25
4 58 35
5 6 44
5 7 98
5 8 28
5 9 66
5 10 47
5 11 14
5 12 92
5 13 91
5 14 90
5 15 53
5 16 41
5 17 98
5 18 89
5 19 9
5 20 4
5 21 75
5 22 93
5 23 33
5 24 92
5 25 26
5 26 95
5 27 34
5 28 83
5 29 97
5 30 73
5 31 44
5 32 41
5 33 31
5 34 11
5 35 74
5 36 90
5 37 71
5 38 38
5 39 96
5 40 64
5 41 45
5 42 67
5 43 13
5 44 78
5 45 13
5 46 96
5 47 54
5 48 88
5 49 33
5 50 99
5 51 25
5 52 100
5 53 53
5 54 32
5 55 49
5 56 47
5 57 66
5 58 20
6 7 62
6 8 40
6 9 12
6 10 73
6 11 97
6 12 79
6 13 25
6 14 94
6 15 81
6 16 50
6 17 81
6 18 94
6 19 6
6 20 3
6 21 98
6 22 56
6 23 0
6 24 96
6 25 80
6 26 42
6 27 29
6 28 9
6 29 80
6 30 20
6 31 90
6 32 46
6 33 31
6 34 37
6 35 61
6 36 100
6 37 54
6 38 89
6 39 44
6 40 85
6 41 92
6 42 28
6 43 34
6 44 1
6 45 48
6 46 4
6 47 80
6 48 83
6 49 84
6 50 57
6 51 8
6 52 35
6 53 94
6 54 99
6 55 82
6 56 53
6 57 56
6 58 1
7 8 77
7 9 7
7 10 17
7 11 52
7 12 27
7 13 10
7 14 88
7 15 87
7 16 80
7 17 71
7 18 51
7 19 3
7 20 98
7 21 23
7 22 65
7 23 50
7 24 91
7 25 83
