66 2145
1 2 35
1 3 19
1 4 77
1 5 30
1 6 18
1 7 85
1 8 97
1 9 4
1 10 97
1 11 43
1 12 88
1 13 47
1 14 56
1 15 46
1 16 39
1 17 7
1 18 42
1 19 62
1 20 13
1 21 48
1 22 78
1 23 49
1 24 13
1 25 99
1 26 89
1 27 1
1 28 46
1 29 74
1 30 7
1 31 36
1 32 21
1 33 18
1 34 74
1 35 83
1 36 72
1 37 95
1 38 48
1 39 50
1 40 18
1 41 90
1 42 38
1 43 88
1 44 10
1 45 100
1 46 98
1 47 23
1 48 49
1 49 15
1 50 29
1 51 34
1 52 67
1 53 99
1 54 89
1 55 37
1 56 41
1 57 40
1 58 52
1 59 39
1 60 70
1 61 96
1 62 41
1 63 57
1 64 73
1 65 96
1 66 44
2 3 4
2 4 59
2 5 71
2 6 45
2 7 54
2 8 67
2 9 73
2 10 34
2 11 83
2 12 15
2 13 14
2 14 73
2 15 33
2 16 57
2 17 31
2 18 32
2 19 70
2 20 78
2 21 37
2 22 89
2 23 91
2 24 93
2 25 57
2 26 56
2 27 95
2 28 15
2 29 61
2 30 38
2 31 76
2 32 27
2 33 90
2 34 24
2 35 91
2 36 1
2 37 48
2 38 95
2 39 80
2 40 93
2 41 68
2 42 72
2 43 91
2 44 22
2 45 63
2 46 95
2 47 96
2 48 98
2 49 6
2 50 52
2 51 31
2 52 31
2 53 38
2 54 60
2 55 44
2 56 86
2 57 66
2 58 31
2 59 52
2 60 98
2 61 8
2 62 6
2 63 10
2 64 69
2 65 55
2 66 26
3 4 84
3 5 49
3 6 95
3 7 10
3 8 25
3 9 78
3 10 19
3 11 52
3 12 65
3 13 10
3 14 20
3 15 45
3 16 73
3 17 28
3 18 31
3 19 46
3 20 38
3 21 34
3 22 84
3 23 14
3 24 86
3 25 69
3 26 92
3 27 11
3 28 8
3 29 11
3 30 47
3 31 70
3 32 6
3 33 51
3 34 37
3 35 86
3 36 21
3 37 31
3 38 5
3 39 49
3 40 96
3 41 17
3 42 47
3 43 52
3 44 82
3 45 66
3 46 39
3 47 55
3 48 46
3 49 88
3 50 53
3 51 35
3 52 23
3 53 63
3 54 49
3 55 84
3 56 85
3 57 53
3 58 53
3 59 48
3 60 22
3 61 1
3 62 12
3 63 53
3 64 51
3 65 84
3 66 59
4 5 56
4 6 82
4 7 54
4 8 41
4 9 9
4 10 50
4 11 90
4 12 49
4 13 70
4 14 80
4 15 56
4 16 100
4 17 60
4 18 85
4 19 58
4 20 65
4 21 9
4 22 87
4 23 19
4 24 74
4 25 36
4 26 70
4 27 13
4 28 23
4 29 71
4 30 79
4 31 95
4 32 76
4 33 3
4 34 43
4 35 90
4 36 19
4 37 92
4 38 58
4 39 22
4 40 7
4 41 53
