80 3160
1 2 65
1 3 89
1 4 76
1 5 82
1 6 39
1 7 39
1 8 88
1 9 40
1 10 53
1 11 0
1 12 41
1 13 10
1 14 47
1 15 8
1 16 68
1 17 70
1 18 11
1 19 58
1 20 71
1 21 38
1 22 35
1 23 43
1 24 11
1 25 31
1 26 81
1 27 51
1 28 76
1 29 33
1 30 24
1 31 92
1 32 93
1 33 92
1 34 26
1 35 38
1 36 41
1 37 75
1 38 67
1 39 52
1 40 95
1 41 80
1 42 30
1 43 100
1 44 92
1 45 35
1 46 79
1 47 89
1 48 21
1 49 20
1 50 57
1 51 84
1 52 8
1 53 30
1 54 16
1 55 13
1 56 37
1 57 1
1 58 50
1 59 56
1 60 69
1 61 81
1 62 60
1 63 74
1 64 0
1 65 52
1 66 54
1 67 32
1 68 91
1 69 90
1 70 87
1 71 41
1 72 17
1 73 56
1 74 51
1 75 21
1 76 70
1 77 96
1 78 47
1 79 22
1 80 34
2 3 76
2 4 22
2 5 48
2 6 88
2 7 50
2 8 94
2 9 87
2 10 31
2 11 51
2 12 43
2 13 87
2 14 8
2 15 30
2 16 75
2 17 30
2 18 52
2 19 19
2 20 3
2 21 48
2 22 81
2 23 10
2 24 12
2 25 98
2 26 80
2 27 53
2 28 60
2 29 5
2 30 15
2 31 36
2 32 47
2 33 40
2 34 58
2 35 79
2 36 13
2 37 97
2 38 65
2 39 78
2 40 20
2 41 50
2 42 92
2 43 54
2 44 19
2 45 94
2 46 79
2 47 71
2 48 17
2 49 45
2 50 46
2 51 0
2 52 13
2 53 92
2 54 39
2 55 85
2 56 25
2 57 82
2 58 18
2 59 64
2 60 57
2 61 83
2 62 54
2 63 60
2 64 45
2 65 10
2 66 85
2 67 71
2 68 59
2 69 6
2 70 9
2 71 69
2 72 87
2 73 38
2 74 4
2 75 47
2 76 46
2 77 95
2 78 71
2 79 56
2 80 50
3 4 39
3 5 44
3 6 81
3 7 63
3 8 17
3 9 77
3 10 44
3 11 62
3 12 64
3 13 55
3 14 30
3 15 73
3 16 12
3 17 1
3 18 21
3 19 19
3 20 35
3 21 35
3 22 87
3 23 12
3 24 53
3 25 5
3 26 65
3 27 42
3 28 97
3 29 82
3 30 1
3 31 0
3 32 57
3 33 48
3 34 89
3 35 4
3 36 1
3 37 46
3 38 90
3 39 99
3 40 85
3 41 96
3 42 46
3 43 95
3 44 71
3 45 38
3 46 35
3 47 61
3 48 30
3 49 9
3 50 31
3 51 43
3 52 43
3 53 79
3 54 4
3 55 36
3 56 53
3 57 31
3 58 13
3 59 24
3 60 79
3 61 12
3 62 3
3 63 87
3 64 29
3 65 3
3 66 97
3 67 63
3 68 29
3 69 12
3 70 90
3 71 20
3 72 100
3 73 90
3 74 3
3 75 93
3 76 52
3 77 50
3 78 37
3 79 92
3 80 91
4 5 15
4 6 55
4 7 45
4 8 55
4 9 77
4 10 72
4 11 26
4 12 29
4 13 32
4 14 33
4 15 47
4 16 84
4 17 22
4 18 32
4 19 79
4 20 74
4 21 72
4 22 21
4 23 70
4 24 11
4 25 17
4 26 24
4 27 55
4 28 25
4 29 41
4 30 24
4 31 88
4 32 58
4 33 68
4 34 66
4 35 67
4 36 80
4 37 10
4 38 18
4 39 45
4 40 57
4 41 84
4 42 68
4 43 16
4 44 22
4 45 9
4 46 51
4 47 19
4 48 56
4 49 60
4 50 47
4 51 76
4 52 65
4 53 83
4 54 23
4 55 53
4 56 33
4 57 28
4 58 69
4 59 58
4 60 85
4 61 18
4 62 9
4 63 9
4 64 52
4 65 2
4 66 11
4 67 59
4 68 1
4 69 10
4 70 31
4 71 81
4 72 51
4 73 84
4 74 34
4 75 1
4 76 45
4 77 34
4 78 62
4 79 13
4 80 82
5 6 80
5 7 37
5 8 16
5 9 93
5 10 1
5 11 29
5 12 34
5 13 14
5 14 30
5 15 63
5 16 46
5 17 8
5 18 82
5 19 2
5 20 42
5 21 54
5 22 23
5 23 30
5 24 52
5 25 53
5 26 85
5 27 57
5 28 3
5 29 56
5 30 62
5 31 58
5 32 29
5 33 41
5 34 20
5 35 76
5 36 97
5 37 61
5 38 1
5 39 89
5 40 71
5 41 93
5 42 54
5 43 88
5 44 74
5 45 53
5 46 99
5 47 75
5 48 25
5 49 92
5 50 74
5 51 66
5 52 15
5 53 15
5 54 25
5 55 64
5 56 51
5 57 23
5 58 78
5 59 91
5 60 18
5 61 9
5 62 1
5 63 25
5 64 90
5 65 10
5 66 89
5 67 59
5 68 90
5 69 39
5 70 99
5 71 63
5 72 65
5 73 40
5 74 47
5 75 55
5 76 78
5 77 1
5 78 8
5 79 77
5 80 15
6 7 84
6 8 39
6 9 50
6 10 57
6 11 17
6 12 65
6 13 83
6 14 87
6 15 14
6 16 28
6 17 92
6 18 95
6 19 24
6 20 24
6 21 32
6 22 63
6 23 93
6 24 8
6 25 29
6 26 36
6 27 92
6 28 14
6 29 37
6 30 57
6 31 82
6 32 86
6 33 13
6 34 19
6 35 33
6 36 9
6 37 3
6 38 71
6 39 82
6 40 3
6 41 14
6 42 42
6 43 25
6 44 40
6 45 99
6 46 33
6 47 52
6 48 7
6 49 7
6 50 94
6 51 62
6 52 10
6 53 31
6 54 32
6 55 63
6 56 91
6 57 77
6 58 97
6 59 42
6 60 92
6 61 32
6 62 58
6 63 42
6 64 90
6 65 96
6 66 22
6 67 21
6 68 60
6 69 71
6 70 93
6 71 34
6 72 52
6 73 97
6 74 75
6 75 7
6 76 24
6 77 35
6 78 22
6 79 79
6 80 61
7 8 26
7 9 76
7 10 58
7 11 53
7 12 97
7 13 48
7 14 8
7 15 52
7 16 46
7 17 74
7 18 84
7 19 91
7 20 67
7 21 38
7 22 69
7 23 85
7 24 43
7 25 17
7 26 86
7 27 83
7 28 15
7 29 98
7 30 37
7 31 4
7 32 38
7 33 59
7 34 8
7 35 28
7 36 58
7 37 94
7 38 25
7 39 65
7 40 79
7 41 88
7 42 68
7 43 71
7 44 55
7 45 49
7 46 59
7 47 91
7 48 50
7 49 46
7 50 16
7 51 92
7 52 87
7 53 5
7 54 80
7 55 31
7 56 75
7 57 52
7 58 61
7 59 49
7 60 67
7 61 57
7 62 5
7 63 4
7 64 58
7 65 25
7 66 75
7 67 20
7 68 10
7 69 60
7 70 98
7 71 82
7 72 2
7 73 50
7 74 44
7 75 94
7 76 47
7 77 55
7 78 57
7 79 54
7 80 84
8 9 84
8 10 32
8 11 35
8 12 48
8 13 34
8 14 98
8 15 14
8 16 0
8 17 56
8 18 66
8 19 72
8 20 22
8 21 69
8 22 99
8 23 62
8 24 41
8 25 58
8 26 42
8 27 49
8 28 96
8 29 64
8 30 29
8 31 48
8 32 100
8 33 85
8 34 82
8 35 14
8 36 6
8 37 86
8 38 45
8 39 54
8 40 54
8 41 3
8 42 6
8 43 60
8 44 71
8 45 87
8 46 97
8 47 80
8 48 83
8 49 13
8 50 24
8 51 87
8 52 6
8 53 35
8 54 27
8 55 77
8 56 13
8 57 0
8 58 30
8 59 16
8 60 70
8 61 52
8 62 91
8 63 24
8 64 31
8 65 60
8 66 99
8 67 38
8 68 32
8 69 4
8 70 91
8 71 52
8 72 84
8 73 71
8 74 19
8 75 32
8 76 70
8 77 52
8 78 64
8 79 12
8 80 90
9 10 35
9 11 17
9 12 13
9 13 63
9 14 93
9 15 30
9 16 30
9 17 7
9 18 21
9 19 100
9 20 82
9 21 19
9 22 69
9 23 85
9 24 59
9 25 19
9 26 69
9 27 2
9 28 17
