92 4186
1 2 6
1 3 14
1 4 43
1 5 33
1 6 16
1 7 25
1 8 38
1 9 0
1 10 23
1 11 77
1 12 4
1 13 39
1 14 24
1 15 97
1 16 39
1 17 99
1 18 49
1 19 81
1 20 85
1 21 52
1 22 36
1 23 7
1 24 32
1 25 58
1 26 6
1 27 42
1 28 7
1 29 44
1 30 9
1 31 63
1 32 58
1 33 44
1 34 64
1 35 10
1 36 73
1 37 5
1 38 78
1 39 55
1 40 12
1 41 71
1 42 48
1 43 75
1 44 12
1 45 32
1 46 39
1 47 57
1 48 72
1 49 50
1 50 25
1 51 39
1 52 22
1 53 16
1 54 98
1 55 8
1 56 81
1 57 34
1 58 50
1 59 98
1 60 11
1 61 38
1 62 53
1 63 94
1 64 21
1 65 73
1 66 45
1 67 76
1 68 2
1 69 29
1 70 67
1 71 26
1 72 1
1 73 34
1 74 84
1 75 58
1 76 71
1 77 88
1 78 96
1 79 66
1 80 1
1 81 71
1 82 22
1 83 70
1 84 92
1 85 87
1 86 5
1 87 48
1 88 96
1 89 50
1 90 60
1 91 74
1 92 1
2 3 24
2 4 12
2 5 27
2 6 85
2 7 50
2 8 57
2 9 1
2 10 70
2 11 70
2 12 33
2 13 5
2 14 9
2 15 76
2 16 83
2 17 67
2 18 72
2 19 36
2 20 76
2 21 70
2 22 24
2 23 0
2 24 22
2 25 51
2 26 10
2 27 8
2 28 21
2 29 64
2 30 56
2 31 95
2 32 14
2 33 16
2 34 59
2 35 38
2 36 35
2 37 76
2 38 42
2 39 85
2 40 48
2 41 35
2 42 76
2 43 69
2 44 89
2 45 81
2 46 70
2 47 38
2 48 23
2 49 72
2 50 28
2 51 32
2 52 47
2 53 47
2 54 20
2 55 82
2 56 74
2 57 47
2 58 83
2 59 72
2 60 72
2 61 7
2 62 94
2 63 18
2 64 86
2 65 100
2 66 90
2 67 5
2 68 100
2 69 4
2 70 1
2 71 33
2 72 13
2 73 67
2 74 82
2 75 37
2 76 40
2 77 53
2 78 80
2 79 74
2 80 70
2 81 57
2 82 91
2 83 72
2 84 73
2 85 90
2 86 30
2 87 77
2 88 1
2 89 97
2 90 68
2 91 17
2 92 81
3 4 77
3 5 78
3 6 68
3 7 20
3 8 80
3 9 75
3 10 74
3 11 39
3 12 85
3 13 82
3 14 63
3 15 86
3 16 55
3 17 32
3 18 59
3 19 30
3 20 39
3 21 48
3 22 93
3 23 16
3 24 69
3 25 51
3 26 10
3 27 72
3 28 6
3 29 74
3 30 76
3 31 80
3 32 71
3 33 98
3 34 87
3 35 85
3 36 44
3 37 71
3 38 97
3 39 83
3 40 48
3 41 4
3 42 87
3 43 43
3 44 71
3 45 24
3 46 28
3 47 13
3 48 74
3 49 96
3 50 38
3 51 67
3 52 51
3 53 4
3 54 36
3 55 30
3 56 26
3 57 85
3 58 27
3 59 26
3 60 96
3 61 36
3 62 82
3 63 92
3 64 83
3 65 16
3 66 37
3 67 30
3 68 9
3 69 41
3 70 11
3 71 78
3 72 56
