57 1596
1 2 44
1 3 36
1 4 13
1 5 7
1 6 5
1 7 58
1 8 86
1 9 17
1 10 40
1 11 34
1 12 33
1 13 3
1 14 12
1 15 77
1 16 38
1 17 94
1 18 79
1 19 80
1 20 71
1 21 92
1 22 68
1 23 12
1 24 88
1 25 57
1 26 32
1 27 69
1 28 26
1 29 77
1 30 69
1 31 80
1 32 72
1 33 18
1 34 4
1 35 78
1 36 26
1 37 83
1 38 96
1 39 30
1 40 21
1 41 64
1 42 33
1 43 87
1 44 72
1 45 100
1 46 13
1 47 56
1 48 14
1 49 27
1 50 60
1 51 70
1 52 80
1 53 64
1 54 31
1 55 82
1 56 44
1 57 26
2 3 95
2 4 72
2 5 61
2 6 81
2 7 33
2 8 26
2 9 96
2 10 90
2 11 42
2 12 98
2 13 88
2 14 65
2 15 57
2 16 15
2 17 17
2 18 21
2 19 36
2 20 16
2 21 85
2 22 8
2 23 20
2 24 8
2 25 7
2 26 73
2 27 76
2 28 93
2 29 33
2 30 0
2 31 97
2 32 40
2 33 2
2 34 55
2 35 1
2 36 4
2 37 74
2 38 39
2 39 11
2 40 58
2 41 31
2 42 55
2 43 13
2 44 13
2 45 66
2 46 23
2 47 8
2 48 73
2 49 46
2 50 20
2 51 75
2 52 3
2 53 40
2 54 86
2 55 80
2 56 61
2 57 43
3 4 37
3 5 58
3 6 8
3 7 67
3 8 88
3 9 6
3 10 74
3 11 75
3 12 41
3 13 80
3 14 49
3 15 18
3 16 18
3 17 82
3 18 86
3 19 19
3 20 86
3 21 93
3 22 9
3 23 75
3 24 41
3 25 23
3 26 84
3 27 33
3 28 57
3 29 22
3 30 9
3 31 23
3 32 25
3 33 24
3 34 27
3 35 65
3 36 57
3 37 58
3 38 0
3 39 20
3 40 10
3 41 85
3 42 1
3 43 38
3 44 43
3 45 15
3 46 71
3 47 42
3 48 52
3 49 21
3 50 16
3 51 41
3 52 85
3 53 84
3 54 32
3 55 68
3 56 33
3 57 75
4 5 16
4 6 77
4 7 85
4 8 80
4 9 68
4 10 90
4 11 59
4 12 92
4 13 44
4 14 85
4 15 26
4 16 66
4 17 66
4 18 26
4 19 25
4 20 99
4 21 97
4 22 55
4 23 27
4 24 18
4 25 88
4 26 7
4 27 8
4 28 19
4 29 62
4 30 96
4 31 87
4 32 78
4 33 44
4 34 50
4 35 31
4 36 3
4 37 43
4 38 78
4 39 10
4 40 57
4 41 1
4 42 22
4 43 38
4 44 76
4 45 28
4 46 59
4 47 10
4 48 63
4 49 69
4 50 92
4 51 52
4 52 50
4 53 47
4 54 59
4 55 59
4 56 74
4 57 96
5 6 10
5 7 12
5 8 79
5 9 16
5 10 93
5 11 42
5 12 83
5 13 81
5 14 12
5 15 44
5 16 55
5 17 87
5 18 12
5 19 84
5 20 65
5 21 69
5 22 84
5 23 92
5 24 61
5 25 76
5 26 77
5 27 11
5 28 38
5 29 76
5 30 50
5 31 83
5 32 25
5 33 61
5 34 1
5 35 35
5 36 27
5 37 49
5 38 58
5 39 18
5 40 49
5 41 8
5 42 29
5 43 90
5 44 49
5 45 78
5 46 15
5 47 57
5 48 96
5 49 2
5 50 76
5 51 3
5 52 67
5 53 73
5 54 10
5 55 30
5 56 46
5 57 87
6 7 84
6 8 53
6 9 27
6 10 24
6 11 87
6 12 88
6 13 72
6 14 33
6 15 56
6 16 12
6 17 43
6 18 97
6 19 22
6 20 69
6 21 78
6 22 10
6 23 8
6 24 0
6 25 50
6 26 61
6 27 65
6 28 72
6 29 49
6 30 56
6 31 31
6 32 99
6 33 2
6 34 24
6 35 88
6 36 38
6 37 96
6 38 69
6 39 20
6 40 25
6 41 83
6 42 17
6 43 0
6 44 88
6 45 34
6 46 6
6 47 91
6 48 68
6 49 28
6 50 55
6 51 79
6 52 36
6 53 70
6 54 46
6 55 50
6 56 38
6 57 36
7 8 11
7 9 67
7 10 83
7 11 55
7 12 65
7 13 24
7 14 28
7 15 9
7 16 11
7 17 39
7 18 24
7 19 85
7 20 92
7 21 12
7 22 0
7 23 42
7 24 14
7 25 35
7 26 82
7 27 84
7 28 24
7 29 0
7 30 26
7 31 16
7 32 100
7 33 55
7 34 72
7 35 96
7 36 81
7 37 37
7 38 74
7 39 12
7 40 64
7 41 63
7 42 95
7 43 46
7 44 41
7 45 9
7 46 95
7 47 48
7 48 50
7 49 88
7 50 12
7 51 10
7 52 11
7 53 100
7 54 47
7 55 97
7 56 65
7 57 28
8 9 24
8 10 96
8 11 20
8 12 36
8 13 61
8 14 39
8 15 52
8 16 33
8 17 1
8 18 65
8 19 71
8 20 81
8 21 56
8 22 85
8 23 3
8 24 55
8 25 95
8 26 79
8 27 69
8 28 57
8 29 14
8 30 92
8 31 9
8 32 61
8 33 10
8 34 40
8 35 75
8 36 44
8 37 72
8 38 34
8 39 11
8 40 50
8 41 91
8 42 55
8 43 78
8 44 18
8 45 71
8 46 42
8 47 66
8 48 8
8 49 78
8 50 2
8 51 62
8 52 77
8 53 43
8 54 55
8 55 18
8 56 51
8 57 39
9 10 91
9 11 90
9 12 43
9 13 59
9 14 34
9 15 6
9 16 69
9 17 51
9 18 42
9 19 59
9 20 47
9 21 100
9 22 74
9 23 29
9 24 100
9 25 42
9 26 72
9 27 57
9 28 37
9 29 81
9 30 85
9 31 89
9 32 49
9 33 64
9 34 64
9 35 37
9 36 58
9 37 88
9 38 68
9 39 78
9 40 8
9 41 61
9 42 28
9 43 54
9 44 16
9 45 34
9 46 4
9 47 71
9 48 21
9 49 81
9 50 82
9 51 85
9 52 52
9 53 15
9 54 11
9 55 96
9 56 4
9 57 65
10 11 61
10 12 3
10 13 59
10 14 86
10 15 82
10 16 91
10 17 43
10 18 22
10 19 29
10 20 75
10 21 0
10 22 92
10 23 43
10 24 72
10 25 29
10 26 30
10 27 98
10 28 92
10 29 85
10 30 99
10 31 20
10 32 7
10 33 99
10 34 93
10 35 32
10 36 47
10 37 65
10 38 68
10 39 3
10 40 70
10 41 59
