95 4465
1 2 98
1 3 60
1 4 44
1 5 54
1 6 22
1 7 13
1 8 56
1 9 78
1 10 41
1 11 47
1 12 44
1 13 80
1 14 46
1 15 4
1 16 24
1 17 80
1 18 4
1 19 34
1 20 6
1 21 100
1 22 63
1 23 2
1 24 81
1 25 25
1 26 61
1 27 99
1 28 28
1 29 79
1 30 41
1 31 70
1 32 88
1 33 99
1 34 77
1 35 60
1 36 19
1 37 44
1 38 89
1 39 40
1 40 64
1 41 72
1 42 21
1 43 44
1 44 75
1 45 75
1 46 29
1 47 17
1 48 95
1 49 57
1 50 64
1 51 99
1 52 46
1 53 53
1 54 83
1 55 59
1 56 45
1 57 65
1 58 33
1 59 12
1 60 74
1 61 18
1 62 16
1 63 3
1 64 68
1 65 84
1 66 36
1 67 18
1 68 25
1 69 88
1 70 96
1 71 86
1 72 85
1 73 10
1 74 90
1 75 93
1 76 34
1 77 40
1 78 95
1 79 93
1 80 50
1 81 66
1 82 16
1 83 39
1 84 69
1 85 50
1 86 55
1 87 84
1 88 27
1 89 70
1 90 93
1 91 50
1 92 26
1 93 11
1 94 74
1 95 26
2 3 96
2 4 56
2 5 47
2 6 46
2 7 49
2 8 79
2 9 77
2 10 51
2 11 26
2 12 50
2 13 2
2 14 37
2 15 99
2 16 60
2 17 75
2 18 55
2 19 10
2 20 1
2 21 99
2 22 12
2 23 21
2 24 86
2 25 11
2 26 43
2 27 20
2 28 48
2 29 66
2 30 93
2 31 97
2 32 3
2 33 8
2 34 78
2 35 19
2 36 78
2 37 35
2 38 11
2 39 71
2 40 14
2 41 56
2 42 26
2 43 44
2 44 71
2 45 74
2 46 58
2 47 17
2 48 71
2 49 12
2 50 66
2 51 86
2 52 37
2 53 70
2 54 23
2 55 23
2 56 73
2 57 81
2 58 37
2 59 39
2 60 47
2 61 53
2 62 7
2 63 35
2 64 34
2 65 11
2 66 44
2 67 0
2 68 63
2 69 21
2 70 70
2 71 65
2 72 9
2 73 5
2 74 96
2 75 91
2 76 16
2 77 94
2 78 8
2 79 31
2 80 83
2 81 50
2 82 8
2 83 77
2 84 49
2 85 100
2 86 26
2 87 56
2 88 78
2 89 85
2 90 99
2 91 62
2 92 37
2 93 8
2 94 9
2 95 82
3 4 80
3 5 58
3 6 52
3 7 39
3 8 79
3 9 10
3 10 42
3 11 22
3 12 2
3 13 23
3 14 17
3 15 45
3 16 61
3 17 7
3 18 87
3 19 60
3 20 36
3 21 1
3 22 75
3 23 99
3 24 88
3 25 80
3 26 4
3 27 84
3 28 45
3 29 90
3 30 6
3 31 12
3 32 29
3 33 9
3 34 41
3 35 76
3 36 47
3 37 1
3 38 89
3 39 57
3 40 16
3 41 75
3 42 55
3 43 80
3 44 64
3 45 98
3 46 5
3 47 37
3 48 20
3 49 42
3 50 71
3 51 46
3 52 54
3 53 16
3 54 51
3 55 20
3 56 30
3 57 84
3 58 43
3 59 36
3 60 59
3 61 19
3 62 81
3 63 80
3 64 11
3 65 42
3 66 11
3 67 90
3 68 98
3 69 83
3 70 25
3 71 57
3 72 63
3 73 86
3 74 51
3 75 70
3 76 65
3 77 75
3 78 80
3 79 73
3 80 65
3 81 91
3 82 100
3 83 86
3 84 82
3 85 22
3 86 9
3 87 33
3 88 45
3 89 73
3 90 60
3 91 51
3 92 36
3 93 94
3 94 86
3 95 63
4 5 63
4 6 59
4 7 79
4 8 50
4 9 82
4 10 57
4 11 84
4 12 46
4 13 76
4 14 93
4 15 2
4 16 57
4 17 60
4 18 2
4 19 74
4 20 4
4 21 67
4 22 36
4 23 89
4 24 5
4 25 37
4 26 62
4 27 14
4 28 0
4 29 73
4 30 79
4 31 49
4 32 76
4 33 58
4 34 29
4 35 59
4 36 20
4 37 0
4 38 78
4 39 18
4 40 41
4 41 79
4 42 11
4 43 31
4 44 50
4 45 15
4 46 2
4 47 12
4 48 78
4 49 65
4 50 96
4 51 0
4 52 8
4 53 34
4 54 62
4 55 42
4 56 69
4 57 34
4 58 35
4 59 72
4 60 90
4 61 10
4 62 68
4 63 84
4 64 59
4 65 46
4 66 19
4 67 72
4 68 40
4 69 15
4 70 63
4 71 60
4 72 60
4 73 21
4 74 40
4 75 31
4 76 33
4 77 16
4 78 4
4 79 59
4 80 75
4 81 47
4 82 65
4 83 26
4 84 11
4 85 26
4 86 60
4 87 23
4 88 25
4 89 59
4 90 76
4 91 74
4 92 58
4 93 90
4 94 19
4 95 91
5 6 61
5 7 36
5 8 96
5 9 78
5 10 5
5 11 47
5 12 33
5 13 62
5 14 81
5 15 37
5 16 38
5 17 50
5 18 43
5 19 89
5 20 81
5 21 48
5 22 3
5 23 65
5 24 85
5 25 80
5 26 26
5 27 52
5 28 8
5 29 10
5 30 56
5 31 76
5 32 61
5 33 70
5 34 26
5 35 5
5 36 14
5 37 0
5 38 44
5 39 88
5 40 4
5 41 97
5 42 23
5 43 92
5 44 80
5 45 57
5 46 42
5 47 92
5 48 94
5 49 17
5 50 58
5 51 73
5 52 77
5 53 76
5 54 61
5 55 25
5 56 27
5 57 74
5 58 0
5 59 54
5 60 9
5 61 64
5 62 49
5 63 91
5 64 24
5 65 27
5 66 20
5 67 80
5 68 90
5 69 59
5 70 83
5 71 64
5 72 21
5 73 35
5 74 6
5 75 85
5 76 64
5 77 62
5 78 80
5 79 52
5 80 24
5 81 92
5 82 25
5 83 82
5 84 80
5 85 31
5 86 66
5 87 72
5 88 36
5 89 10
5 90 99
5 91 51
5 92 69
5 93 32
5 94 21
5 95 74
6 7 56
6 8 17
6 9 25
6 10 3
6 11 98
6 12 19
6 13 64
6 14 73
6 15 65
6 16 91
6 17 30
6 18 37
6 19 5
6 20 34
6 21 99
6 22 6
6 23 85
6 24 74
6 25 74
6 26 47
6 27 3
6 28 99
6 29 7
6 30 8
6 31 62
6 32 59
6 33 87
6 34 69
6 35 18
6 36 78
6 37 25
6 38 1
6 39 27
6 40 25
6 41 6
6 42 69
6 43 78
6 44 0
6 45 28
6 46 69
6 47 13
6 48 21
6 49 0
6 50 18
6 51 62
6 52 92
6 53 77
6 54 39
6 55 35
6 56 38
6 57 50
6 58 12
6 59 49
6 60 2
6 61 76
6 62 38
6 63 25
6 64 34
6 65 86
6 66 21
6 67 0
6 68 32
6 69 5
6 70 14
6 71 85
6 72 52
6 73 49
6 74 31
6 75 74
6 76 98
6 77 2
6 78 1
6 79 22
6 80 32
6 81 64
6 82 17
6 83 8
6 84 88
6 85 1
6 86 69
6 87 34
6 88 8
6 89 21
6 90 17
6 91 95
6 92 27
6 93 39
6 94 11
6 95 66
7 8 47
7 9 95
7 10 25
7 11 55
7 12 84
7 13 39
7 14 44
7 15 76
7 16 2
7 17 8
7 18 42
7 19 82
7 20 96
7 21 4
7 22 37
7 23 55
7 24 27
7 25 11
7 26 27
7 27 44
7 28 3
7 29 30
7 30 19
7 31 35
7 32 65
7 33 29
7 34 50
7 35 13
7 36 44
7 37 1
7 38 58
7 39 95
7 40 21
7 41 57
7 42 94
7 43 67
7 44 94
7 45 43
7 46 67
7 47 11
7 48 40
7 49 55
7 50 51
7 51 80
7 52 78
7 53 40
7 54 67
7 55 20
7 56 20
7 57 2
7 58 17
7 59 32
7 60 6
7 61 99
7 62 34
7 63 43
7 64 63
7 65 62
7 66 4
7 67 83
7 68 7
7 69 13
7 70 80
7 71 20
7 72 23
7 73 26
7 74 33
7 75 91
7 76 100
7 77 38
7 78 13
7 79 92
7 80 57
7 81 37
7 82 25
7 83 38
7 84 43
7 85 0
7 86 73
7 87 88
7 88 2
7 89 24
7 90 84
7 91 9
7 92 6
7 93 11
7 94 29
7 95 48
8 9 5
8 10 100
8 11 0
8 12 11
8 13 93
8 14 54
8 15 66
8 16 25
8 17 76
8 18 57
8 19 93
8 20 1
8 21 7
8 22 88
8 23 11
8 24 30
8 25 82
8 26 86
8 27 66
8 28 94
8 29 15
8 30 40
8 31 74
8 32 57
8 33 9
8 34 39
8 35 51
8 36 84
8 37 12
8 38 92
8 39 20
8 40 92
8 41 5
8 42 17
8 43 0
8 44 36
8 45 35
8 46 11
8 47 26
8 48 8
8 49 3
8 50 76
8 51 53
8 52 77
8 53 54
8 54 15
8 55 18
8 56 40
8 57 90
8 58 9
8 59 13
8 60 62
8 61 1
8 62 10
8 63 87
8 64 14
8 65 99
8 66 50
8 67 29
8 68 79
8 69 6
8 70 85
8 71 60
8 72 70
8 73 43
8 74 96
8 75 84
8 76 53
8 77 32
8 78 14
8 79 99
8 80 44
8 81 11
8 82 67
8 83 68
8 84 68
8 85 51
8 86 70
8 87 22
8 88 51
8 89 5
8 90 98
8 91 7
8 92 32
8 93 8
8 94 37
8 95 74
9 10 5
9 11 90
9 12 69
9 13 73
9 14 19
9 15 67
9 16 94
9 17 77
9 18 64
9 19 11
9 20 0
9 21 0
9 22 91
9 23 66
9 24 93
9 25 73
9 26 34
9 27 58
9 28 67
9 29 95
9 30 29
9 31 19
9 32 19
9 33 23
9 34 94
9 35 58
9 36 98
9 37 84
9 38 22
9 39 2
9 40 24
9 41 10
9 42 6
9 43 56
9 44 2
9 45 68
9 46 96
9 47 22
9 48 23
9 49 5
9 50 12
9 51 54
9 52 30
9 53 11
9 54 90
9 55 55
9 56 100
9 57 34
9 58 92
9 59 53
9 60 93
9 61 90
9 62 7
9 63 77
9 64 97
9 65 69
9 66 70
9 67 14
9 68 64
9 69 81
9 70 16
9 71 65
9 72 43
9 73 70
9 74 66
9 75 38
9 76 9
9 77 9
