77 2926
1 2 55
1 3 77
1 4 25
1 5 55
1 6 2
1 7 5
1 8 99
1 9 77
1 10 57
1 11 40
1 12 47
1 13 91
1 14 8
1 15 6
1 16 5
1 17 95
1 18 12
1 19 87
1 20 11
1 21 65
1 22 9
1 23 10
1 24 89
1 25 60
1 26 88
1 27 80
1 28 6
1 29 33
1 30 20
1 31 80
1 32 48
1 33 95
1 34 37
1 35 95
1 36 96
1 37 1
1 38 32
1 39 18
1 40 69
1 41 13
1 42 27
1 43 18
1 44 8
1 45 50
1 46 11
1 47 1
1 48 87
1 49 14
1 50 55
1 51 41
1 52 18
1 53 88
1 54 77
1 55 48
1 56 91
1 57 65
1 58 24
1 59 70
1 60 96
1 61 67
1 62 19
1 63 87
1 64 34
1 65 58
1 66 4
1 67 44
1 68 8
1 69 2
1 70 8
1 71 31
1 72 86
1 73 78
1 74 88
1 75 56
1 76 89
1 77 43
2 3 57
2 4 25
2 5 86
2 6 43
2 7 89
2 8 16
2 9 89
2 10 44
2 11 5
2 12 12
2 13 96
2 14 58
2 15 100
2 16 78
2 17 44
2 18 73
2 19 56
2 20 73
2 21 3
2 22 96
2 23 84
2 24 65
2 25 26
2 26 16
2 27 73
2 28 82
2 29 25
2 30 27
2 31 68
2 32 37
2 33 92
2 34 10
2 35 58
2 36 95
2 37 9
2 38 53
2 39 44
2 40 82
2 41 49
2 42 25
2 43 96
2 44 1
2 45 93
2 46 47
2 47 94
2 48 95
2 49 24
2 50 88
2 51 74
2 52 81
2 53 46
2 54 69
2 55 55
2 56 67
2 57 40
2 58 16
2 59 17
2 60 21
2 61 62
2 62 74
2 63 54
2 64 82
2 65 19
2 66 60
2 67 58
2 68 34
2 69 87
2 70 70
2 71 17
2 72 8
2 73 91
2 74 76
2 75 21
2 76 43
2 77 65
3 4 85
3 5 64
3 6 54
3 7 2
3 8 9
3 9 14
3 10 52
3 11 71
3 12 44
3 13 62
3 14 69
3 15 6
3 16 61
3 17 10
3 18 73
3 19 24
3 20 41
3 21 14
3 22 80
3 23 24
3 24 49
3 25 39
3 26 95
3 27 75
3 28 65
3 29 99
3 30 39
3 31 63
3 32 89
3 33 36
3 34 31
3 35 20
3 36 63
3 37 99
3 38 57
3 39 56
3 40 37
3 41 69
3 42 62
3 43 57
3 44 20
3 45 11
3 46 65
3 47 52
3 48 42
3 49 70
3 50 29
3 51 37
3 52 73
3 53 17
3 54 60
3 55 60
3 56 78
3 57 77
3 58 65
3 59 83
3 60 48
3 61 88
3 62 18
3 63 54
3 64 92
3 65 54
3 66 70
3 67 73
3 68 9
3 69 18
3 70 12
3 71 18
3 72 59
3 73 70
3 74 48
3 75 32
3 76 13
3 77 25
4 5 90
4 6 51
4 7 90
4 8 1
4 9 27
4 10 58
4 11 97
4 12 83
4 13 77
4 14 67
4 15 83
4 16 24
4 17 81
4 18 29
4 19 82
4 20 37
4 21 31
4 22 71
4 23 20
4 24 4
4 25 59
4 26 80
4 27 69
4 28 40
4 29 11
4 30 21
4 31 75
4 32 18
4 33 74
4 34 69
4 35 60
4 36 76
4 37 0
4 38 10
4 39 30
4 40 18
4 41 63
4 42 32
4 43 5
4 44 80
4 45 29
4 46 71
4 47 98
4 48 68
4 49 46
4 50 10
4 51 98
4 52 97
4 53 81
4 54 79
4 55 6
4 56 60
4 57 2
4 58 75
4 59 17
4 60 55
4 61 90
4 62 6
4 63 84
4 64 76
4 65 72
4 66 2
4 67 75
4 68 96
4 69 2
4 70 87
4 71 18
4 72 26
4 73 2
4 74 78
4 75 54
4 76 100
4 77 32
5 6 72
5 7 10
5 8 10
5 9 12
5 10 87
5 11 100
5 12 50
5 13 88
5 14 10
5 15 81
5 16 11
5 17 31
5 18 67
5 19 60
5 20 37
5 21 4
5 22 96
5 23 80
5 24 72
5 25 97
5 26 50
5 27 98
5 28 72
5 29 46
5 30 57
5 31 39
5 32 25
5 33 79
5 34 84
5 35 67
5 36 91
5 37 80
5 38 74
5 39 35
5 40 94
5 41 55
5 42 69
5 43 1
5 44 36
5 45 19
5 46 63
5 47 32
5 48 35
5 49 17
5 50 55
5 51 56
5 52 10
5 53 81
5 54 71
5 55 57
5 56 25
5 57 22
5 58 65
5 59 27
5 60 27
5 61 59
5 62 96
5 63 52
5 64 52
5 65 96
5 66 50
5 67 14
5 68 89
5 69 59
5 70 32
5 71 10
5 72 19
5 73 76
5 74 5
5 75 24
5 76 16
5 77 84
6 7 53
6 8 34
6 9 27
6 10 40
6 11 16
6 12 83
6 13 23
6 14 55
6 15 36
6 16 95
6 17 81
6 18 82
6 19 89
6 20 91
6 21 48
6 22 62
6 23 95
6 24 20
6 25 92
6 26 66
6 27 69
6 28 76
6 29 65
6 30 66
6 31 62
6 32 13
6 33 48
6 34 86
6 35 41
6 36 95
6 37 31
6 38 41
6 39 57
6 40 8
6 41 64
6 42 27
6 43 23
6 44 12
6 45 74
6 46 4
6 47 48
6 48 91
6 49 73
6 50 0
6 51 85
6 52 48
6 53 31
6 54 49
6 55 14
6 56 25
6 57 69
6 58 36
6 59 59
6 60 61
6 61 85
6 62 97
6 63 25
6 64 22
6 65 9
6 66 73
6 67 54
6 68 62
6 69 98
6 70 36
6 71 49
6 72 60
6 73 73
6 74 15
6 75 2
6 76 80
6 77 80
7 8 52
7 9 16
7 10 22
7 11 58
7 12 63
7 13 37
7 14 69
7 15 50
7 16 85
7 17 71
7 18 66
7 19 51
7 20 52
7 21 59
7 22 56
7 23 70
7 24 38
7 25 28
7 26 26
7 27 36
7 28 33
7 29 62
7 30 50
7 31 64
7 32 46
7 33 21
7 34 62
7 35 6
7 36 26
7 37 29
7 38 60
7 39 76
7 40 5
7 41 80
7 42 29
7 43 21
7 44 13
7 45 22
7 46 93
7 47 46
7 48 46
7 49 11
7 50 19
7 51 96
7 52 14
7 53 61
7 54 34
7 55 3
7 56 97
7 57 33
7 58 83
7 59 0
7 60 76
7 61 44
7 62 28
7 63 85
7 64 79
7 65 68
7 66 81
7 67 71
7 68 50
7 69 56
7 70 14
7 71 71
7 72 93
7 73 31
7 74 5
7 75 13
7 76 90
7 77 20
8 9 48
8 10 97
8 11 15
8 12 54
8 13 99
8 14 21
8 15 18
8 16 7
8 17 7
8 18 100
8 19 42
8 20 28
8 21 54
8 22 92
8 23 53
8 24 17
8 25 63
8 26 2
8 27 2
8 28 63
8 29 100
8 30 97
8 31 62
8 32 0
8 33 56
8 34 28
8 35 77
8 36 44
8 37 15
8 38 87
8 39 71
8 40 100
8 41 57
8 42 96
8 43 91
8 44 10
8 45 55
8 46 67
8 47 61
8 48 55
8 49 37
8 50 38
8 51 54
8 52 74
8 53 27
8 54 37
