51 1275
1 2 45
1 3 81
1 4 96
1 5 17
1 6 84
1 7 75
1 8 5
1 9 64
1 10 91
1 11 86
1 12 16
1 13 15
1 14 28
1 15 95
1 16 87
1 17 11
1 18 31
1 19 74
1 20 37
1 21 93
1 22 68
1 23 63
1 24 23
1 25 45
1 26 29
1 27 57
1 28 46
1 29 32
1 30 72
1 31 2
1 32 17
1 33 91
1 34 58
1 35 0
1 36 63
1 37 48
1 38 66
1 39 67
1 40 94
1 41 0
1 42 69
1 43 91
1 44 98
1 45 13
1 46 77
1 47 32
1 48 2
1 49 56
1 50 33
1 51 60
2 3 95
2 4 58
2 5 14
2 6 84
2 7 8
2 8 27
2 9 32
2 10 72
2 11 66
2 12 32
2 13 10
2 14 1
2 15 31
2 16 40
2 17 90
2 18 13
2 19 22
2 20 83
2 21 29
2 22 36
2 23 65
2 24 93
2 25 0
2 26 16
2 27 85
2 28 29
2 29 16
2 30 62
2 31 63
2 32 8
2 33 17
2 34 2
2 35 44
2 36 55
2 37 57
2 38 99
2 39 11
2 40 75
2 41 47
2 42 12
2 43 5
2 44 48
2 45 73
2 46 4
2 47 61
2 48 56
2 49 16
2 50 52
2 51 73
3 4 3
3 5 99
3 6 14
3 7 39
3 8 48
3 9 52
3 10 37
3 11 9
3 12 82
3 13 40
3 14 88
3 15 25
3 16 64
3 17 12
3 18 2
3 19 62
3 20 76
3 21 11
3 22 71
3 23 72
3 24 52
3 25 52
3 26 31
3 27 45
3 28 17
3 29 80
3 30 72
3 31 65
3 32 15
3 33 14
3 34 67
3 35 66
3 36 78
3 37 43
3 38 17
3 39 43
3 40 98
3 41 44
3 42 34
3 43 67
3 44 2
3 45 20
3 46 39
3 47 39
3 48 77
3 49 80
3 50 100
3 51 10
4 5 28
4 6 79
4 7 29
4 8 48
4 9 81
4 10 65
4 11 88
4 12 50
4 13 95
4 14 27
4 15 0
4 16 87
4 17 63
4 18 78
4 19 94
4 20 3
4 21 43
4 22 21
4 23 23
4 24 95
4 25 92
4 26 57
4 27 97
4 28 87
4 29 23
4 30 29
4 31 97
4 32 12
4 33 17
4 34 3
4 35 4
4 36 57
4 37 28
4 38 73
4 39 50
4 40 45
4 41 12
4 42 2
4 43 82
4 44 83
4 45 86
4 46 59
4 47 44
4 48 1
4 49 97
4 50 16
4 51 11
5 6 96
5 7 98
5 8 3
5 9 36
5 10 3
5 11 51
5 12 53
5 13 28
5 14 66
5 15 23
5 16 74
5 17 88
5 18 29
5 19 66
5 20 65
5 21 87
5 22 11
5 23 44
5 24 20
5 25 26
5 26 79
5 27 20
5 28 18
5 29 9
5 30 77
5 31 3
5 32 53
5 33 17
5 34 95
5 35 72
5 36 44
5 37 78
5 38 57
5 39 71
5 40 90
5 41 85
5 42 96
5 43 6
5 44 47
5 45 15
5 46 27
5 47 71
5 48 93
5 49 55
5 50 21
5 51 36
6 7 40
6 8 35
6 9 48
6 10 97
6 11 87
6 12 54
6 13 89
6 14 47
6 15 98
6 16 9
6 17 45
6 18 27
6 19 79
6 20 0
6 21 36
6 22 3
6 23 51
6 24 92
6 25 19
6 26 55
6 27 61
6 28 49
6 29 14
6 30 90
6 31 76
6 32 41
6 33 25
6 34 65
6 35 99
6 36 9
6 37 54
6 38 22
6 39 100
6 40 8
6 41 67
6 42 11
6 43 59
6 44 11
6 45 14
6 46 40
6 47 54
6 48 93
6 49 95
6 50 98
6 51 27
7 8 51
7 9 11
7 10 91
7 11 55
7 12 98
7 13 75
7 14 88
7 15 54
7 16 33
7 17 57
7 18 54
7 19 9
7 20 71
