63 1953
1 2 36
1 3 20
1 4 41
1 5 81
1 6 32
1 7 29
1 8 43
1 9 1
1 10 73
1 11 7
1 12 60
1 13 61
1 14 22
1 15 26
1 16 32
1 17 3
1 18 100
1 19 45
1 20 72
1 21 54
1 22 30
1 23 39
1 24 51
1 25 51
1 26 96
1 27 84
1 28 78
1 29 57
1 30 56
1 31 54
1 32 41
1 33 15
1 34 24
1 35 5
1 36 50
1 37 43
1 38 31
1 39 29
1 40 60
1 41 83
1 42 57
1 43 20
1 44 48
1 45 58
1 46 60
1 47 74
1 48 61
1 49 9
1 50 2
1 51 63
1 52 41
1 53 26
1 54 0
1 55 96
1 56 17
1 57 69
1 58 74
1 59 93
1 60 8
1 61 63
1 62 20
1 63 42
2 3 23
2 4 81
2 5 29
2 6 37
2 7 100
2 8 98
2 9 14
2 10 84
2 11 74
2 12 19
2 13 62
2 14 50
2 15 27
2 16 58
2 17 59
2 18 60
2 19 84
2 20 98
2 21 87
2 22 91
2 23 92
2 24 38
2 25 48
2 26 4
2 27 28
2 28 81
2 29 93
2 30 11
2 31 79
2 32 47
2 33 87
2 34 39
2 35 35
2 36 61
2 37 36
2 38 55
2 39 46
2 40 10
2 41 2
2 42 96
2 43 40
2 44 43
2 45 51
2 46 68
2 47 37
2 48 69
2 49 7
2 50 82
2 51 97
2 52 83
2 53 24
2 54 13
2 55 2
2 56 21
2 57 52
2 58 57
2 59 35
2 60 44
2 61 80
2 62 10
2 63 85
3 4 8
3 5 76
3 6 61
3 7 83
3 8 61
3 9 35
3 10 21
3 11 31
3 12 33
3 13 18
3 14 23
3 15 31
3 16 72
3 17 63
3 18 67
3 19 98
3 20 23
3 21 2
3 22 58
3 23 38
3 24 73
3 25 50
3 26 83
3 27 52
3 28 49
3 29 87
3 30 81
3 31 35
3 32 63
3 33 46
3 34 21
3 35 59
3 36 2
3 37 72
3 38 46
3 39 30
3 40 78
3 41 52
3 42 1
3 43 36
3 44 34
3 45 21
3 46 25
3 47 49
3 48 12
3 49 54
3 50 56
3 51 20
3 52 23
3 53 80
3 54 44
3 55 75
3 56 67
3 57 21
3 58 21
3 59 15
3 60 100
3 61 11
3 62 33
3 63 21
4 5 36
4 6 98
4 7 58
4 8 13
4 9 97
4 10 63
4 11 46
4 12 49
4 13 24
4 14 87
4 15 52
4 16 69
4 17 13
4 18 70
4 19 54
4 20 18
4 21 76
4 22 49
4 23 47
4 24 93
4 25 88
4 26 8
4 27 6
4 28 62
4 29 79
4 30 5
4 31 37
4 32 79
4 33 77
4 34 85
