100 4950
1 2 8
1 3 70
1 4 54
1 5 15
1 6 10
1 7 73
1 8 19
1 9 57
1 10 83
1 11 12
1 12 38
1 13 27
1 14 42
1 15 69
1 16 5
1 17 0
1 18 65
1 19 3
1 20 14
1 21 27
1 22 2
1 23 81
1 24 52
1 25 35
1 26 13
1 27 79
1 28 44
1 29 95
1 30 67
1 31 19
1 32 30
1 33 79
1 34 9
1 35 0
1 36 19
1 37 30
1 38 34
1 39 23
1 40 70
1 41 76
1 42 17
1 43 92
1 44 22
1 45 98
1 46 40
1 47 99
1 48 96
1 49 70
1 50 19
1 51 83
1 52 41
1 53 61
1 54 30
1 55 2
1 56 15
1 57 22
1 58 23
1 59 67
1 60 15
1 61 58
1 62 2
1 63 21
1 64 97
1 65 77
1 66 99
1 67 79
1 68 53
1 69 31
1 70 65
1 71 95
1 72 64
1 73 75
1 74 12
1 75 14
1 76 38
1 77 34
1 78 72
1 79 12
1 80 3
1 81 80
1 82 19
1 83 29
1 84 92
1 85 16
1 86 11
1 87 34
1 88 1
1 89 89
1 90 99
1 91 71
1 92 10
1 93 51
1 94 28
1 95 48
1 96 7
1 97 58
1 98 6
1 99 67
1 100 0
2 3 50
2 4 100
2 5 6
2 6 22
2 7 86
2 8 64
2 9 86
2 10 31
2 11 18
2 12 41
2 13 51
2 14 56
2 15 97
2 16 12
2 17 92
2 18 100
2 19 90
2 20 43
2 21 31
2 22 37
2 23 58
2 24 97
2 25 36
2 26 90
2 27 33
2 28 32
2 29 12
2 30 67
2 31 89
2 32 78
2 33 32
2 34 59
2 35 1
2 36 11
2 37 52
2 38 74
2 39 0
2 40 21
2 41 50
2 42 96
2 43 23
2 44 51
2 45 6
2 46 63
2 47 35
2 48 64
2 49 30
2 50 68
2 51 23
2 52 98
2 53 72
2 54 43
2 55 13
2 56 75
2 57 78
2 58 27
2 59 37
2 60 51
2 61 31
2 62 27
2 63 41
2 64 31
2 65 8
2 66 89
2 67 3
2 68 89
2 69 72
2 70 86
2 71 64
2 72 14
2 73 8
2 74 79
2 75 72
2 76 44
2 77 44
2 78 28
2 79 52
2 80 97
2 81 79
2 82 60
2 83 79
2 84 59
2 85 42
2 86 39
2 87 15
2 88 73
2 89 40
2 90 69
2 91 70
2 92 13
2 93 36
2 94 34
2 95 33
2 96 10
2 97 17
2 98 91
2 99 35
2 100 1
3 4 58
3 5 8
3 6 50
3 7 41
3 8 41
3 9 75
3 10 78
3 11 31
3 12 17
3 13 14
3 14 15
3 15 77
3 16 1
3 17 30
3 18 100
3 19 76
3 20 1
3 21 15
3 22 45
3 23 86
3 24 32
3 25 36
3 26 83
3 27 32
3 28 84
3 29 0
3 30 52
3 31 98
3 32 59
3 33 28
3 34 82
3 35 17
3 36 76
3 37 78
3 38 1
3 39 23
3 40 92
3 41 88
3 42 60
3 43 55
3 44 29
3 45 75
3 46 82
3 47 37
3 48 17
3 49 34
3 50 12
3 51 21
3 52 80
3 53 13
3 54 25
3 55 93
3 56 83
3 57 52
3 58 0
3 59 26
3 60 43
3 61 56
3 62 45
3 63 69
3 64 11
3 65 24
3 66 0
3 67 12
3 68 42
3 69 95
3 70 33
3 71 84
3 72 93
3 73 13
3 74 3
3 75 29
3 76 6
3 77 75
3 78 72
3 79 53
3 80 54
3 81 30
3 82 90
3 83 74
3 84 93
3 85 61
3 86 17
3 87 16
3 88 39
3 89 1
3 90 53
3 91 25
3 92 53
3 93 46
3 94 82
3 95 83
3 96 100
3 97 17
3 98 11
3 99 86
3 100 71
4 5 18
4 6 36
4 7 87
4 8 8
4 9 59
4 10 4
4 11 93
4 12 97
4 13 67
4 14 94
4 15 3
4 16 20
4 17 16
4 18 90
4 19 38
4 20 12
4 21 52
4 22 92
4 23 1
4 24 89
4 25 22
4 26 64
4 27 18
4 28 0
4 29 36
4 30 82
4 31 84
4 32 80
4 33 2
4 34 34
4 35 5
4 36 30
4 37 43
4 38 21
4 39 59
4 40 14
4 41 93
4 42 95
4 43 45
4 44 89
4 45 35
4 46 1
4 47 46
4 48 37
4 49 46
4 50 83
4 51 85
4 52 24
4 53 43
4 54 25
