19 171
1 2 55
1 3 18
1 4 73
1 5 49
1 6 40
1 7 29
1 8 0
1 9 3
1 10 54
1 11 64
1 12 20
1 13 23
1 14 27
1 15 13
1 16 48
1 17 62
1 18 60
1 19 67
2 3 33
2 4 60
2 5 10
2 6 45
2 7 48
2 8 23
2 9 19
2 10 15
2 11 53
2 12 93
2 13 78
2 14 75
2 15 77
2 16 100
2 17 74
2 18 49
2 19 17
3 4 54
3 5 56
3 6 95
3 7 94
3 8 78
3 9 63
3 10 33
3 11 69
3 12 58
3 13 16
3 14 75
3 15 37
3 16 75
3 17 51
3 18 71
3 19 99
4 5 69
4 6 56
4 7 22
4 8 70
4 9 2
4 10 48
4 11 59
4 12 19
4 13 50
4 14 11
4 15 77
4 16 77
4 17 75
4 18 5
4 19 13
5 6 14
5 7 26
5 8 100
5 9 76
5 10 75
5 11 75
5 12 69
5 13 23
5 14 48
5 15 98
5 16 43
5 17 70
5 18 96
5 19 53
6 7 70
6 8 93
6 9 64
6 10 48
6 11 51
6 12 67
6 13 49
6 14 70
6 15 97
6 16 52
6 17 100
6 18 34
6 19 53
7 8 10
7 9 94
7 10 55
7 11 88
7 12 83
7 13 94
7 14 74
7 15 100
7 16 29
7 17 63
7 18 87
7 19 19
8 9 100
8 10 72
8 11 57
8 12 12
8 13 82
8 14 85
8 15 33
8 16 7
8 17 82
8 18 6
8 19 15
9 10 7
9 11 70
9 12 77
9 13 91
9 14 39
9 15 52
9 16 37
9 17 21
9 18 30
9 19 66
10 11 2
10 12 44
10 13 5
10 14 62
10 15 80
10 16 76
10 17 87
10 18 33
10 19 61
11 12 25
11 13 31
11 14 70
11 15 80
11 16 68
11 17 15
11 18 77
11 19 60
12 13 69
12 14 100
12 15 22
12 16 63
12 17 12
12 18 82
12 19 77
13 14 21
13 15 17
13 16 22
13 17 7
13 18 66
13 19 97
14 15 54
14 16 44
14 17 56
14 18 62
14 19 92
15 16 82
15 17 45
15 18 100
15 19 50
16 17 71
16 18 9
16 19 91
17 18 14
17 19 62
18 19 71
