59 1711
1 2 17
1 3 75
1 4 82
1 5 84
1 6 69
1 7 24
1 8 48
1 9 20
1 10 27
1 11 33
1 12 17
1 13 12
1 14 92
1 15 44
1 16 74
1 17 4
1 18 45
1 19 59
1 20 66
1 21 78
1 22 61
1 23 33
1 24 10
1 25 63
1 26 72
1 27 31
1 28 39
1 29 12
1 30 10
1 31 58
1 32 82
1 33 11
1 34 14
1 35 25
1 36 79
1 37 51
1 38 28
1 39 85
1 40 88
1 41 61
1 42 24
1 43 9
1 44 87
1 45 11
1 46 68
1 47 45
1 48 55
1 49 85
1 50 4
1 51 74
1 52 32
1 53 26
1 54 0
1 55 7
1 56 64
1 57 6
1 58 32
1 59 52
2 3 95
2 4 26
2 5 33
2 6 19
2 7 86
2 8 9
2 9 82
2 10 76
2 11 100
2 12 41
2 13 93
2 14 92
2 15 40
2 16 0
2 17 71
2 18 55
2 19 63
2 20 4
2 21 20
2 22 79
2 23 14
2 24 38
2 25 43
2 26 34
2 27 82
2 28 62
2 29 11
2 30 49
2 31 99
2 32 91
2 33 87
2 34 100
2 35 3
2 36 63
2 37 25
2 38 10
2 39 68
2 40 90
2 41 2
2 42 41
2 43 54
2 44 4
2 45 36
2 46 3
2 47 19
2 48 30
2 49 30
2 50 46
2 51 72
2 52 85
2 53 67
2 54 19
2 55 11
2 56 47
2 57 8
2 58 39
2 59 75
3 4 97
3 5 12
3 6 89
3 7 7
3 8 46
3 9 77
3 10 28
3 11 80
3 12 18
3 13 56
3 14 77
3 15 6
3 16 47
3 17 68
3 18 30
3 19 58
3 20 90
3 21 93
3 22 42
3 23 86
3 24 8
3 25 12
3 26 64
3 27 62
3 28 33
3 29 14
3 30 26
3 31 69
3 32 44
3 33 23
3 34 95
3 35 93
3 36 85
3 37 49
3 38 49
3 39 71
3 40 26
3 41 38
3 42 86
3 43 32
3 44 63
3 45 100
3 46 78
3 47 79
3 48 15
3 49 42
3 50 31
3 51 46
3 52 74
3 53 67
3 54 42
3 55 55
3 56 27
3 57 53
3 58 57
3 59 67
4 5 20
4 6 58
4 7 97
4 8 66
4 9 2
4 10 31
4 11 83
4 12 95
4 13 15
4 14 89
4 15 17
4 16 49
4 17 27
4 18 59
4 19 14
4 20 35
4 21 52
4 22 11
4 23 86
4 24 9
4 25 31
4 26 10
4 27 9
4 28 16
4 29 12
4 30 32
