23 253
1 2 4
1 3 53
1 4 1
1 5 91
1 6 94
1 7 37
1 8 85
1 9 22
1 10 79
1 11 41
1 12 21
1 13 78
1 14 11
1 15 32
1 16 32
1 17 21
1 18 15
1 19 16
1 20 73
1 21 97
1 22 29
1 23 28
2 3 84
2 4 78
2 5 87
2 6 64
2 7 71
2 8 29
2 9 80
2 10 10
2 11 27
2 12 13
2 13 25
2 14 78
2 15 95
2 16 50
2 17 76
2 18 64
2 19 86
2 20 51
2 21 6
2 22 86
2 23 15
3 4 3
3 5 66
3 6 42
3 7 32
3 8 25
3 9 22
3 10 42
3 11 64
3 12 6
3 13 21
3 14 29
3 15 75
3 16 0
3 17 61
3 18 21
3 19 56
3 20 60
3 21 3
3 22 100
3 23 12
4 5 21
4 6 77
4 7 62
4 8 40
4 9 47
4 10 80
4 11 97
4 12 77
4 13 93
4 14 13
4 15 26
4 16 11
4 17 81
4 18 33
4 19 58
4 20 48
4 21 54
4 22 76
4 23 91
5 6 11
5 7 84
5 8 37
5 9 34
5 10 37
5 11 54
5 12 60
5 13 18
5 14 99
5 15 49
5 16 63
5 17 20
5 18 86
5 19 89
5 20 41
5 21 12
5 22 80
5 23 48
6 7 85
6 8 88
6 9 97
6 10 74
6 11 28
6 12 69
6 13 77
6 14 30
6 15 53
6 16 6
6 17 59
6 18 77
6 19 47
6 20 85
6 21 65
6 22 29
6 23 11
7 8 67
7 9 61
7 10 35
7 11 92
7 12 97
7 13 93
7 14 32
7 15 92
7 16 39
7 17 94
7 18 89
7 19 75
7 20 36
7 21 26
7 22 80
7 23 58
8 9 46
8 10 75
8 11 11
8 12 74
8 13 60
8 14 39
8 15 68
8 16 35
8 17 90
8 18 7
8 19 65
8 20 99
8 21 88
8 22 34
8 23 74
9 10 40
9 11 1
9 12 57
9 13 40
9 14 83
9 15 36
9 16 54
9 17 95
9 18 13
9 19 90
9 20 46
9 21 17
9 22 98
9 23 29
10 11 61
10 12 62
10 13 11
10 14 52
10 15 27
10 16 87
10 17 44
10 18 58
10 19 31
10 20 81
10 21 1
10 22 71
10 23 40
11 12 19
11 13 57
11 14 93
11 15 60
11 16 26
11 17 31
11 18 41
11 19 40
11 20 43
11 21 82
11 22 7
11 23 84
12 13 90
12 14 46
12 15 60
12 16 33
12 17 64
12 18 28
12 19 8
12 20 12
12 21 42
12 22 89
12 23 0
13 14 20
13 15 31
13 16 14
13 17 80
13 18 90
13 19 76
13 20 59
13 21 31
13 22 27
13 23 40
14 15 70
14 16 82
14 17 8
14 18 97
14 19 99
14 20 70
14 21 59
14 22 19
14 23 11
15 16 20
15 17 80
15 18 91
15 19 97
15 20 3
15 21 31
15 22 98
15 23 22
16 17 27
16 18 31
16 19 29
16 20 36
16 21 13
16 22 96
16 23 61
17 18 93
17 19 24
17 20 9
17 21 41
17 22 59
17 23 20
18 19 98
18 20 62
18 21 16
18 22 77
18 23 41
19 20 64
19 21 96
19 22 62
19 23 63
20 21 29
20 22 65
20 23 79
21 22 9
21 23 11
22 23 19
