102 5151
1 2 19
1 3 94
1 4 11
1 5 90
1 6 84
1 7 63
1 8 56
1 9 42
1 10 59
1 11 67
1 12 100
1 13 19
1 14 55
1 15 46
1 16 10
1 17 3
1 18 44
1 19 14
1 20 50
1 21 1
1 22 31
1 23 85
1 24 78
1 25 63
1 26 32
1 27 14
1 28 5
1 29 100
1 30 75
1 31 65
1 32 77
1 33 51
1 34 72
1 35 6
1 36 30
1 37 95
1 38 69
1 39 87
1 40 10
1 41 58
1 42 97
1 43 90
1 44 8
1 45 66
1 46 87
1 47 40
1 48 11
1 49 44
1 50 68
1 51 38
1 52 53
1 53 66
1 54 5
1 55 99
1 56 50
1 57 17
1 58 56
1 59 84
1 60 32
1 61 54
1 62 31
1 63 52
1 64 2
1 65 3
1 66 57
1 67 96
1 68 45
1 69 88
1 70 83
1 71 17
1 72 86
1 73 42
1 74 42
1 75 35
1 76 36
1 77 99
1 78 29
1 79 77
1 80 20
1 81 53
1 82 10
1 83 58
1 84 43
1 85 44
1 86 72
1 87 58
1 88 25
1 89 60
1 90 5
1 91 80
1 92 52
1 93 62
1 94 88
1 95 2
1 96 41
1 97 40
1 98 6
1 99 28
1 100 92
1 101 48
1 102 95
2 3 2
2 4 98
2 5 99
2 6 1
2 7 37
2 8 72
2 9 83
2 10 53
2 11 68
2 12 4
2 13 100
2 14 18
2 15 66
2 16 77
2 17 87
2 18 60
2 19 84
2 20 36
2 21 75
2 22 79
2 23 36
2 24 75
2 25 37
2 26 10
2 27 99
2 28 15
2 29 64
2 30 57
2 31 55
2 32 30
2 33 86
2 34 5
2 35 34
2 36 40
2 37 98
2 38 86
2 39 31
2 40 44
2 41 15
2 42 13
2 43 51
2 44 14
2 45 35
2 46 47
2 47 100
2 48 92
2 49 77
2 50 57
2 51 79
2 52 80
2 53 51
2 54 100
2 55 35
2 56 79
2 57 26
2 58 45
2 59 35
2 60 65
2 61 15
2 62 72
2 63 84
2 64 43
2 65 33
2 66 70
2 67 7
2 68 24
2 69 31
2 70 63
2 71 51
2 72 38
2 73 99
2 74 66
2 75 10
2 76 4
2 77 57
2 78 61
2 79 99
2 80 25
2 81 44
2 82 95
2 83 54
2 84 49
2 85 47
2 86 31
2 87 11
2 88 41
2 89 65
2 90 60
2 91 35
2 92 58
2 93 20
2 94 93
2 95 32
2 96 41
2 97 16
2 98 82
2 99 38
2 100 89
2 101 94
2 102 18
3 4 56
3 5 17
3 6 31
3 7 9
3 8 77
3 9 78
3 10 10
3 11 19
3 12 59
3 13 47
3 14 64
3 15 44
3 16 46
3 17 11
3 18 21
3 19 31
3 20 99
3 21 71
3 22 48
3 23 91
3 24 89
3 25 33
3 26 49
3 27 10
3 28 92
3 29 75
3 30 26
3 31 70
3 32 13
3 33 94
3 34 4
3 35 17
3 36 89
3 37 26
3 38 7
3 39 46
3 40 11
3 41 72
3 42 60
3 43 94
3 44 45
3 45 52
3 46 62
3 47 33
3 48 64
3 49 67
3 50 55
3 51 82
3 52 70
3 53 82
3 54 32
3 55 62
3 56 41
3 57 43
3 58 72
3 59 85
3 60 99
3 61 62
3 62 3
3 63 18
3 64 37
3 65 95
3 66 87
3 67 96
3 68 57
3 69 23
3 70 49
3 71 84
3 72 87
3 73 54
3 74 17
3 75 25
3 76 98
3 77 38
3 78 17
3 79 32
3 80 64
3 81 86
3 82 81
3 83 34
3 84 65
3 85 51
3 86 85
3 87 99
3 88 84
3 89 50
3 90 70
3 91 99
3 92 85
3 93 62
3 94 9
3 95 82
3 96 1
3 97 45
3 98 15
3 99 92
3 100 84
3 101 30
3 102 8
4 5 51
4 6 59
4 7 95
4 8 57
4 9 75
4 10 48
4 11 93
4 12 9
4 13 74
4 14 14
4 15 95
4 16 19
4 17 92
4 18 73
4 19 22
4 20 88
4 21 74
4 22 78
4 23 29
4 24 10
4 25 91
4 26 61
4 27 98
4 28 72
4 29 3
4 30 40
4 31 50
4 32 25
4 33 32
4 34 49
4 35 24
4 36 62
4 37 32
4 38 81
4 39 19
4 40 25
4 41 3
4 42 33
4 43 89
4 44 61
4 45 44
4 46 56
4 47 14
4 48 48
4 49 89
4 50 35
4 51 62
4 52 84
4 53 97
4 54 88
4 55 66
4 56 8
4 57 63
4 58 32
4 59 62
4 60 58
4 61 87
4 62 97
4 63 57
4 64 84
4 65 2
4 66 56
4 67 47
4 68 93
4 69 25
4 70 96
4 71 52
4 72 72
4 73 33
4 74 33
4 75 62
4 76 15
4 77 34
4 78 40
4 79 78
4 80 72
4 81 68
4 82 20
4 83 64
4 84 59
4 85 60
4 86 35
4 87 1
4 88 97
4 89 78
4 90 15
4 91 97
4 92 17
4 93 11
4 94 63
4 95 53
4 96 64
4 97 20
4 98 16
4 99 57
4 100 98
4 101 96
4 102 39
5 6 54
5 7 90
5 8 94
5 9 39
5 10 81
5 11 44
5 12 62
5 13 2
5 14 70
5 15 54
5 16 60
5 17 24
5 18 73
5 19 90
5 20 6
5 21 83
5 22 4
5 23 76
5 24 73
5 25 26
5 26 30
5 27 62
5 28 54
5 29 86
5 30 76
5 31 67
5 32 36
5 33 96
5 34 52
5 35 50
5 36 66
5 37 14
5 38 54
5 39 99
5 40 42
5 41 70
5 42 83
5 43 26
5 44 65
5 45 29
5 46 94
5 47 53
5 48 11
5 49 75
5 50 73
5 51 57
5 52 86
5 53 12
5 54 80
5 55 1
5 56 89
5 57 11
5 58 73
5 59 11
5 60 44
5 61 17
5 62 72
5 63 70
5 64 58
5 65 98
5 66 0
5 67 8
5 68 82
5 69 64
5 70 49
5 71 30
5 72 31
5 73 75
5 74 91
5 75 83
5 76 21
5 77 43
5 78 20
5 79 99
5 80 34
5 81 16
5 82 21
5 83 49
5 84 84
5 85 43
5 86 30
5 87 96
5 88 22
5 89 79
5 90 81
5 91 65
5 92 48
5 93 11
5 94 17
5 95 56
5 96 12
5 97 79
5 98 65
5 99 30
5 100 35
5 101 56
5 102 11
6 7 1
6 8 100
6 9 88
6 10 94
6 11 3
6 12 57
6 13 61
6 14 99
