27 351
1 2 35
1 3 4
1 4 27
1 5 19
1 6 25
1 7 77
1 8 41
1 9 31
1 10 58
1 11 85
1 12 26
1 13 21
1 14 40
1 15 45
1 16 91
1 17 28
1 18 31
1 19 55
1 20 30
1 21 95
1 22 37
1 23 95
1 24 71
1 25 69
1 26 56
1 27 30
2 3 62
2 4 75
2 5 57
2 6 14
2 7 31
2 8 56
2 9 5
2 10 10
2 11 16
2 12 75
2 13 38
2 14 83
2 15 45
2 16 86
2 17 71
2 18 88
2 19 97
2 20 7
2 21 48
2 22 18
2 23 80
2 24 29
2 25 69
2 26 30
2 27 33
3 4 64
3 5 38
3 6 45
3 7 30
3 8 86
3 9 26
3 10 74
3 11 79
3 12 36
3 13 92
3 14 89
3 15 92
3 16 97
3 17 10
3 18 71
3 19 83
3 20 76
3 21 4
3 22 75
3 23 58
3 24 81
3 25 66
3 26 68
3 27 72
4 5 79
4 6 55
4 7 42
4 8 55
4 9 56
4 10 87
4 11 60
4 12 23
4 13 66
4 14 22
4 15 69
4 16 78
4 17 32
4 18 10
4 19 44
4 20 17
4 21 20
4 22 56
4 23 39
4 24 44
4 25 45
4 26 35
4 27 87
5 6 65
5 7 35
5 8 73
5 9 48
5 10 14
5 11 15
5 12 0
5 13 68
5 14 64
5 15 53
5 16 0
5 17 89
5 18 22
5 19 52
5 20 84
5 21 25
5 22 66
5 23 7
5 24 90
5 25 61
5 26 84
5 27 51
6 7 16
6 8 37
6 9 44
6 10 30
6 11 76
6 12 42
6 13 8
6 14 97
6 15 42
6 16 3
6 17 53
6 18 27
6 19 83
6 20 69
6 21 67
6 22 45
6 23 55
6 24 53
6 25 75
6 26 46
6 27 27
7 8 72
7 9 83
7 10 48
7 11 57
7 12 57
7 13 30
7 14 27
7 15 93
7 16 85
7 17 55
7 18 9
7 19 59
7 20 98
7 21 62
7 22 29
7 23 52
7 24 42
7 25 80
7 26 57
7 27 9
8 9 32
8 10 19
8 11 59
8 12 8
8 13 2
8 14 35
8 15 40
8 16 65
8 17 88
8 18 2
8 19 27
8 20 67
8 21 63
8 22 99
8 23 19
8 24 42
8 25 8
8 26 21
8 27 40
9 10 52
9 11 43
9 12 7
9 13 40
9 14 68
9 15 56
9 16 30
9 17 40
9 18 24
9 19 9
9 20 84
9 21 84
9 22 92
9 23 35
9 24 75
9 25 72
9 26 65
9 27 58
10 11 65
10 12 92
10 13 62
10 14 31
10 15 63
10 16 11
10 17 91
10 18 85
10 19 65
10 20 22
10 21 49
10 22 98
10 23 95
10 24 87
10 25 41
10 26 44
10 27 85
11 12 74
11 13 93
11 14 98
11 15 61
11 16 22
11 17 72
11 18 31
11 19 36
11 20 73
11 21 64
11 22 72
11 23 100
11 24 62
11 25 92
11 26 19
11 27 7
12 13 18
12 14 58
12 15 28
12 16 87
12 17 3
12 18 72
12 19 92
12 20 90
12 21 13
12 22 21
12 23 6
12 24 76
12 25 92
12 26 27
12 27 91
13 14 3
13 15 56
13 16 61
13 17 16
13 18 80
13 19 19
13 20 40
13 21 77
13 22 83
13 23 81
13 24 68
13 25 60
13 26 60
13 27 2
14 15 44
14 16 42
14 17 9
14 18 50
14 19 38
14 20 44
14 21 39
14 22 95
14 23 89
14 24 39
14 25 46
14 26 34
14 27 91
15 16 9
15 17 42
15 18 8
15 19 61
15 20 60
15 21 91
15 22 1
15 23 46
15 24 88
15 25 95
15 26 46
15 27 77
16 17 73
16 18 90
16 19 83
16 20 86
16 21 97
16 22 54
16 23 27
16 24 79
16 25 64
16 26 65
16 27 93
17 18 96
17 19 17
17 20 77
17 21 44
17 22 79
17 23 64
17 24 63
17 25 13
17 26 2
17 27 78
18 19 43
18 20 81
18 21 75
18 22 0
18 23 96
18 24 20
18 25 44
18 26 59
18 27 60
19 20 6
19 21 33
19 22 95
19 23 43
19 24 87
19 25 51
19 26 20
19 27 74
20 21 57
20 22 6
20 23 58
20 24 56
20 25 31
20 26 33
20 27 95
21 22 17
21 23 45
21 24 65
21 25 45
21 26 3
21 27 29
22 23 29
22 24 57
22 25 4
22 26 37
22 27 0
23 24 49
23 25 100
23 26 43
23 27 10
24 25 48
24 26 37
24 27 51
25 26 72
25 27 89
26 27 98
