96 4560
1 2 28
1 3 65
1 4 3
1 5 58
1 6 37
1 7 6
1 8 35
1 9 28
1 10 20
1 11 18
1 12 11
1 13 95
1 14 97
1 15 10
1 16 10
1 17 1
1 18 42
1 19 31
1 20 67
1 21 37
1 22 90
1 23 39
1 24 87
1 25 40
1 26 73
1 27 91
1 28 69
1 29 94
1 30 58
1 31 99
1 32 83
1 33 32
1 34 9
1 35 36
1 36 22
1 37 28
1 38 99
1 39 73
1 40 80
1 41 69
1 42 82
1 43 0
1 44 11
1 45 65
1 46 91
1 47 31
1 48 100
1 49 34
1 50 19
1 51 36
1 52 17
1 53 19
1 54 79
1 55 12
1 56 51
1 57 27
1 58 50
1 59 86
1 60 33
1 61 92
1 62 6
1 63 38
1 64 81
1 65 49
1 66 23
1 67 49
1 68 87
1 69 23
1 70 48
1 71 45
1 72 58
1 73 42
1 74 87
1 75 70
1 76 99
1 77 76
1 78 25
1 79 89
1 80 39
1 81 53
1 82 12
1 83 68
1 84 35
1 85 71
1 86 13
1 87 10
1 88 82
1 89 15
1 90 62
1 91 62
1 92 50
1 93 9
1 94 58
1 95 3
1 96 58
2 3 57
2 4 33
2 5 64
2 6 29
2 7 10
2 8 39
2 9 34
2 10 47
2 11 91
2 12 39
2 13 86
2 14 4
2 15 88
2 16 75
2 17 30
2 18 55
2 19 15
2 20 26
2 21 44
2 22 29
2 23 8
2 24 35
2 25 68
2 26 60
2 27 70
2 28 100
2 29 20
2 30 28
2 31 41
2 32 93
2 33 1
2 34 55
2 35 61
2 36 55
2 37 34
2 38 26
2 39 35
2 40 86
2 41 51
2 42 89
2 43 84
2 44 22
2 45 66
2 46 94
2 47 89
2 48 87
2 49 90
2 50 75
2 51 77
2 52 4
2 53 51
2 54 69
2 55 85
2 56 90
2 57 24
2 58 63
2 59 38
2 60 86
2 61 18
2 62 74
2 63 17
2 64 41
2 65 63
2 66 11
2 67 56
2 68 9
2 69 82
2 70 16
2 71 57
2 72 17
2 73 37
2 74 74
2 75 65
2 76 26
2 77 86
2 78 20
2 79 79
2 80 91
2 81 2
2 82 15
2 83 54
2 84 11
2 85 79
2 86 5
2 87 51
2 88 48
2 89 97
2 90 22
2 91 44
2 92 41
2 93 41
2 94 70
2 95 74
2 96 61
3 4 40
3 5 79
3 6 97
3 7 50
3 8 70
3 9 18
3 10 64
3 11 58
3 12 48
3 13 62
3 14 50
3 15 64
3 16 98
3 17 58
3 18 70
3 19 11
3 20 8
3 21 18
3 22 59
3 23 7
3 24 62
3 25 16
3 26 8
3 27 16
3 28 13
3 29 91
3 30 37
3 31 79
3 32 39
3 33 93
3 34 10
3 35 11
3 36 76
3 37 27
3 38 67
3 39 70
3 40 100
3 41 73
3 42 71
3 43 78
3 44 100
3 45 42
3 46 30
3 47 27
3 48 56
3 49 73
3 50 10
3 51 76
3 52 100
3 53 42
3 54 24
3 55 37
3 56 72
3 57 16
3 58 44
3 59 34
3 60 5
3 61 71
3 62 73
3 63 29
3 64 34
3 65 12
3 66 97
3 67 69
3 68 51
3 69 62
3 70 89
3 71 21
3 72 7
3 73 95
3 74 98
3 75 61
3 76 20
3 77 11
3 78 61
3 79 93
3 80 89
3 81 3
3 82 37
3 83 84
3 84 43
3 85 88
3 86 43
3 87 91
3 88 50
3 89 0
3 90 1
3 91 48
3 92 25
3 93 38
3 94 10
3 95 32
3 96 5
4 5 49
4 6 97
4 7 30
4 8 83
4 9 28
4 10 59
4 11 66
4 12 84
4 13 44
4 14 91
4 15 88
4 16 98
4 17 95
4 18 78
4 19 46
4 20 89
4 21 1
4 22 35
4 23 40
4 24 93
4 25 38
4 26 92
4 27 32
4 28 96
4 29 69
4 30 7
4 31 17
4 32 46
4 33 4
4 34 46
4 35 79
4 36 96
4 37 17
4 38 85
4 39 77
4 40 39
4 41 27
4 42 83
4 43 5
4 44 26
4 45 1
4 46 44
4 47 26
4 48 7
4 49 39
4 50 12
4 51 5
4 52 22
4 53 79
4 54 14
4 55 98
4 56 59
4 57 18
4 58 57
4 59 94
4 60 35
4 61 39
4 62 3
4 63 50
4 64 95
4 65 42
4 66 37
4 67 59
4 68 47
4 69 83
4 70 64
4 71 92
4 72 50
4 73 57
4 74 45
4 75 9
4 76 52
4 77 24
4 78 100
4 79 30
4 80 17
4 81 46
4 82 5
4 83 22
4 84 74
4 85 42
4 86 9
4 87 18
4 88 23
4 89 38
4 90 42
4 91 87
4 92 81
4 93 72
4 94 93
4 95 66
4 96 1
5 6 31
5 7 26
5 8 78
5 9 84
5 10 71
5 11 46
5 12 89
5 13 4
5 14 46
5 15 38
5 16 41
5 17 74
5 18 7
5 19 62
5 20 33
5 21 94
5 22 2
5 23 20
5 24 90
5 25 20
5 26 19
5 27 22
5 28 21
5 29 43
5 30 96
5 31 100
5 32 39
5 33 7
5 34 64
5 35 37
5 36 20
5 37 27
5 38 11
5 39 62
5 40 79
5 41 86
5 42 50
5 43 29
5 44 91
5 45 53
5 46 70
5 47 13
5 48 80
5 49 87
5 50 36
5 51 16
5 52 100
5 53 59
5 54 92
5 55 97
5 56 83
5 57 67
5 58 74
5 59 47
5 60 69
5 61 6
5 62 59
5 63 3
5 64 54
5 65 15
5 66 95
5 67 50
5 68 59
5 69 28
5 70 78
5 71 60
5 72 58
5 73 85
5 74 7
5 75 79
5 76 58
5 77 26
5 78 93
5 79 98
5 80 10
5 81 21
5 82 93
5 83 81
5 84 13
5 85 56
5 86 92
5 87 45
5 88 65
5 89 81
5 90 73
5 91 75
5 92 79
5 93 89
5 94 93
5 95 76
5 96 42
6 7 96
6 8 62
6 9 95
6 10 47
6 11 95
6 12 50
6 13 30
6 14 46
6 15 85
6 16 31
6 17 69
6 18 38
6 19 25
6 20 92
6 21 0
6 22 52
6 23 74
6 24 83
6 25 91
6 26 51
6 27 57
6 28 65
6 29 35
6 30 93
6 31 84
6 32 19
6 33 43
6 34 14
6 35 66
6 36 99
6 37 50
6 38 48
6 39 85
6 40 81
6 41 85
6 42 8
6 43 56
6 44 32
6 45 69
6 46 80
6 47 42
6 48 20
6 49 21
6 50 96
6 51 67
6 52 17
6 53 33
6 54 63
6 55 53
6 56 24
6 57 87
6 58 70
6 59 66
6 60 62
6 61 6
6 62 35
6 63 93
6 64 21
6 65 48
