93 4278
1 2 79
1 3 79
1 4 85
1 5 74
1 6 10
1 7 56
1 8 75
1 9 88
1 10 52
1 11 31
1 12 81
1 13 59
1 14 34
1 15 90
1 16 34
1 17 23
1 18 89
1 19 63
1 20 51
1 21 43
1 22 42
1 23 86
1 24 45
1 25 13
1 26 53
1 27 4
1 28 11
1 29 24
1 30 54
1 31 97
1 32 91
1 33 91
1 34 61
1 35 29
1 36 53
1 37 39
1 38 86
1 39 98
1 40 79
1 41 63
1 42 24
1 43 7
1 44 18
1 45 32
1 46 18
1 47 17
1 48 9
1 49 13
1 50 100
1 51 69
1 52 19
1 53 34
1 54 20
1 55 95
1 56 57
1 57 26
1 58 11
1 59 32
1 60 39
1 61 51
1 62 5
1 63 83
1 64 11
1 65 83
1 66 29
1 67 49
1 68 67
1 69 26
1 70 54
1 71 74
1 72 61
1 73 58
1 74 97
1 75 97
1 76 71
1 77 4
1 78 78
1 79 87
1 80 75
1 81 41
1 82 0
1 83 76
1 84 44
1 85 21
1 86 97
1 87 7
1 88 33
1 89 100
1 90 65
1 91 69
1 92 44
1 93 19
2 3 15
2 4 47
2 5 58
2 6 69
2 7 8
2 8 91
2 9 14
2 10 88
2 11 58
2 12 39
2 13 85
2 14 28
2 15 21
2 16 39
2 17 40
2 18 20
2 19 6
2 20 42
2 21 84
2 22 34
2 23 53
2 24 25
2 25 89
2 26 23
2 27 75
2 28 52
2 29 35
2 30 57
2 31 90
2 32 19
2 33 65
2 34 32
2 35 29
2 36 67
2 37 58
2 38 87
2 39 9
2 40 94
2 41 37
2 42 89
2 43 93
2 44 14
2 45 55
2 46 12
2 47 0
2 48 0
2 49 9
2 50 39
2 51 31
2 52 5
2 53 64
2 54 64
2 55 14
2 56 99
2 57 49
2 58 40
2 59 92
2 60 39
2 61 76
2 62 79
2 63 68
2 64 52
2 65 14
2 66 57
2 67 1
2 68 45
2 69 17
2 70 79
2 71 45
2 72 100
2 73 91
2 74 50
2 75 46
2 76 51
2 77 21
2 78 91
2 79 61
2 80 65
2 81 52
2 82 27
2 83 77
2 84 17
2 85 7
2 86 63
2 87 32
2 88 91
2 89 35
2 90 97
2 91 51
2 92 47
2 93 71
3 4 73
3 5 56
3 6 11
3 7 85
3 8 41
3 9 13
3 10 82
3 11 91
3 12 98
3 13 67
3 14 12
3 15 89
3 16 57
3 17 19
3 18 56
3 19 37
3 20 89
3 21 9
3 22 42
3 23 75
3 24 84
3 25 35
3 26 43
3 27 74
3 28 20
3 29 71
3 30 24
3 31 40
3 32 84
3 33 1
3 34 96
3 35 44
3 36 6
3 37 32
3 38 90
3 39 9
3 40 47
3 41 91
3 42 38
3 43 4
3 44 26
3 45 15
3 46 81
3 47 65
3 48 31
3 49 71
3 50 64
3 51 56
3 52 38
3 53 72
3 54 22
3 55 88
3 56 29
3 57 13
3 58 46
3 59 16
3 60 77
3 61 20
3 62 43
3 63 59
3 64 65
3 65 20
3 66 94
3 67 49
3 68 55
3 69 62
3 70 57
3 71 56
3 72 32
3 73 5
3 74 20
3 75 82
3 76 71
3 77 25
3 78 81
3 79 39
3 80 33
3 81 52
3 82 13
3 83 80
3 84 72
3 85 21
3 86 16
3 87 51
3 88 70
3 89 12
3 90 30
3 91 89
3 92 8
3 93 64
4 5 9
4 6 59
4 7 94
4 8 1
4 9 40
4 10 30
4 11 38
4 12 40
4 13 18
4 14 97
4 15 81
4 16 40
4 17 8
4 18 81
4 19 75
4 20 63
4 21 91
4 22 96
4 23 29
4 24 49
4 25 15
4 26 3
4 27 49
4 28 37
4 29 78
4 30 96
4 31 34
4 32 68
4 33 65
4 34 64
4 35 9
4 36 91
4 37 100
4 38 38
4 39 61
4 40 65
4 41 18
4 42 18
4 43 87
4 44 2
4 45 47
4 46 44
4 47 99
4 48 86
4 49 27
4 50 12
4 51 23
4 52 76
4 53 64
4 54 6
4 55 76
4 56 24
4 57 82
4 58 46
4 59 81
4 60 34
4 61 5
4 62 16
4 63 99
4 64 1
4 65 85
4 66 91
4 67 38
4 68 21
4 69 98
4 70 13
4 71 52
4 72 68
4 73 96
4 74 14
4 75 70
4 76 80
4 77 86
4 78 86
4 79 42
4 80 73
4 81 43
4 82 83
4 83 60
4 84 7
4 85 25
4 86 69
4 87 21
4 88 63
4 89 5
4 90 65
4 91 82
4 92 65
4 93 9
5 6 65
5 7 27
5 8 49
5 9 36
5 10 99
5 11 20
5 12 52
5 13 26
5 14 70
5 15 23
5 16 59
5 17 10
5 18 84
5 19 25
5 20 79
5 21 68
5 22 49
5 23 63
5 24 68
5 25 27
5 26 57
5 27 93
5 28 94
5 29 64
5 30 1
5 31 63
5 32 61
5 33 72
5 34 33
5 35 70
5 36 54
5 37 67
5 38 49
5 39 99
5 40 74
5 41 97
5 42 69
5 43 92
5 44 28
5 45 50
5 46 73
5 47 78
